mesh,boundary,seed,point_index,x,y,z,exact,epsilon,epsilon_half,value_epsilon,value_epsilon_half,bias_indicator,normalized_bias,abs_error_epsilon,abs_error_epsilon_half,std_error_epsilon,std_error_epsilon_half,sample_variance_epsilon,sample_variance_epsilon_half,mean_steps_epsilon,mean_steps_epsilon_half,samples_epsilon,samples_epsilon_half,diverged_epsilon,diverged_epsilon_half,is_valid
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,0,-0.067084685,0.117976248,0.0773394257,0.128230989,9.99999975e-05,4.99999987e-05,0.152233139,0.166800335,0.0145671964,1.09894013,0.0240021497,0.0385693461,0.00682321982,0.00643145805,0.0476736799,0.0423563793,96.3828125,140.900391,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,1,-0.0922575668,0.159452081,0.0443730466,0.111567557,9.99999975e-05,4.99999987e-05,0.126664072,0.120427907,0.00623616576,0.570025146,0.0150965154,0.00886034966,0.00546350889,0.00547565008,0.0305663291,0.0307023302,88.7275391,123.379883,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,2,-0.0933401659,0.150574431,0.0668218732,0.124056138,9.99999975e-05,4.99999987e-05,0.139594167,0.136575058,0.00301910937,0.266159832,0.0155380294,0.01251892,0.00577031728,0.0055719018,0.0340956785,0.0317911953,77.4824219,116.358398,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,3,-0.0185285453,0.106607415,-0.0449450836,0.0431337878,9.99999975e-05,4.99999987e-05,0.00805014744,0.0166035444,0.00855339691,0.582973361,0.0350836404,0.0265302435,0.00745074451,0.0072202757,0.0568459183,0.0533835553,130.358398,194.174805,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,4,-0.0976603329,0.0314677618,0.0159318298,-0.0502607375,9.99999975e-05,4.99999987e-05,-0.0956320092,-0.0724145472,0.023217462,1.59953773,0.0453712717,0.0221538097,0.00733756972,0.00717653707,0.0551320873,0.0527387522,100.576172,132.306641,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,5,0.0403933711,0.104567476,0.0474552549,0.192416102,9.99999975e-05,4.99999987e-05,0.262733877,0.249571726,0.013162151,0.96375531,0.070317775,0.057155624,0.00675902143,0.00689712819,0.0467807949,0.0487120673,109.381836,166.416016,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,6,0.0592114404,0.0807502791,-0.0263680369,0.113593683,9.99999975e-05,4.99999987e-05,0.117062449,0.116816267,0.000246182084,0.0158410743,0.00346876681,0.00322258472,0.00788614899,0.00765359635,0.0636839345,0.0599834025,108.463867,133.945312,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,7,0.00316647743,0.113946065,0.0566410087,0.173753545,9.99999975e-05,4.99999987e-05,0.26225549,0.247512579,0.0147429109,1.15805447,0.0885019451,0.0737590343,0.00640213583,0.00632762164,0.041971039,0.0409997255,126.808594,188.606445,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,8,-0.0144315343,0.104213901,0.000829365861,0.0906117335,9.99999975e-05,4.99999987e-05,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,9,0.0340803266,0.0906737596,0.0716325417,0.196386635,9.99999975e-05,4.99999987e-05,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,10,-0.0811202973,0.0964908004,-0.0482416078,-0.0328711048,9.99999975e-05,4.99999987e-05,-0.0759617537,-0.0738448724,0.00211688131,0.155189529,0.0430906489,0.0409737676,0.00682751369,0.00681210496,0.0477337018,0.047518488,108.37207,153.75,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,11,-0.0107402578,0.180729836,-0.0448372886,0.12515229,9.99999975e-05,4.99999987e-05,0.12426091,0.126804695,0.00254378468,0.257916093,0.000891380012,0.00165240467,0.00499040959,0.00487142801,0.0255018901,0.0243003499,77.1660156,109.614258,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,12,-0.0611755028,0.199949145,-0.0343294628,0.104444191,9.99999975e-05,4.99999987e-05,0.105021447,0.102982424,0.00203902274,0.260839194,0.000577256083,0.00146176666,0.00399444904,0.00382171525,0.0163385589,0.0149560394,49.4287109,78.8925781,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,13,-0.0350626484,0.210224673,0.00687460089,0.182036623,9.99999975e-05,4.99999987e-05,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,14,0.0210043043,0.0194579698,0.0588089526,0.0992712229,9.99999975e-05,4.99999987e-05,0.100256376,0.108353563,0.00809718668,0.495556444,0.000985153019,0.0090823397,0.00817671139,0.00816187356,0.0684632137,0.0682149753,106.998047,129.980469,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,15,-0.0103540719,0.158047348,0.0397412069,0.18743448,9.99999975e-05,4.99999987e-05,0.231436104,0.229640469,0.00179563463,0.159588173,0.044001624,0.0422059894,0.00566676445,0.00558391167,0.0328829139,0.0319283903,100.423828,148.081055,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,16,-0.039521385,0.102026179,0.0672486871,0.129753485,9.99999975e-05,4.99999987e-05,0.192184612,0.189614475,0.00257013738,0.185333952,0.0624311268,0.0598609895,0.00704086106,0.00682574091,0.0507634915,0.0477089174,132.095703,190.193359,1024,1024,0,1,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,17,0.0405099392,0.129948974,0.0078132255,0.178272143,9.99999975e-05,4.99999987e-05,0.226515949,0.227527156,0.0010112077,0.0776516199,0.0482438058,0.0492550135,0.00671359245,0.00630777236,0.0461540595,0.0407429039,105.568359,162.570312,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,18,-0.0479585342,0.144119784,-0.0611163676,0.0350448787,9.99999975e-05,4.99999987e-05,0.0105327833,0.018234523,0.00770173967,0.590863645,0.0245120954,0.0168103557,0.0065131411,0.00652057445,0.0434391089,0.0435383208,100.443359,152.393555,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,19,0.0156902131,0.126337081,-0.0448027514,0.0972245336,9.99999975e-05,4.99999987e-05,0.102321193,0.0901960358,0.0121251568,0.863904059,0.00509665906,0.00702849776,0.00693800813,0.00709629664,0.0492912196,0.051566001,102.076172,159.766602,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,20,-0.00702939322,0.0225085281,-0.0322350897,-0.0167559553,9.99999975e-05,4.99999987e-05,-0.0818725824,-0.066637978,0.0152346045,0.951038957,0.065116629,0.0498820245,0.0079204021,0.00809750333,0.0642383546,0.0671432242,118.291016,156.549805,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,21,-0.0422468856,0.186354056,0.0362586714,0.180365831,9.99999975e-05,4.99999987e-05,0.20455192,0.20603177,0.00147984922,0.167283058,0.0241860896,0.0256659389,0.00442123832,0.00442413893,0.020016484,0.0200427584,68.0087891,99.5986328,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,22,-0.0139228515,0.0688166171,-0.0603689514,-0.00547518581,9.99999975e-05,4.99999987e-05,-0.0586656742,-0.0501925126,0.00847316161,0.564739168,0.0531904884,0.0447173268,0.00738150813,0.00762116304,0.0557943434,0.0594760962,115.075195,154.876953,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,23,0.0599506907,0.115139082,0.0195783097,0.194668084,9.99999975e-05,4.99999987e-05,0.232117757,0.238820985,0.00670322776,0.497831345,0.0374496728,0.0441529006,0.00675359694,0.00671026018,0.046705734,0.0461082496,100.415039,142.389648,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,24,0.0203218441,0.192576095,-0.00220530643,0.210692629,9.99999975e-05,4.99999987e-05,0.226590633,0.217922911,0.00866772234,1.08084869,0.0158980042,0.00723028183,0.00386185851,0.00415650895,0.0152718853,0.0176912062,51.7294922,78.8574219,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,25,-0.0995398015,-0.0212173685,0.0726171285,-0.0481400415,9.99999975e-05,4.99999987e-05,-0.058917556,-0.0591224395,0.000204883516,0.0146342246,0.0107775144,0.0109823979,0.00694111129,0.00705818739,0.0493353233,0.0510136373,58.9365234,75.2773438,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,26,-0.0744079873,0.177519768,-0.106887363,-0.00377558172,9.99999975e-05,4.99999987e-05,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,27,-0.124111302,-0.011293429,-0.0103977034,-0.145802438,9.99999975e-05,4.99999987e-05,-0.154375613,-0.169273749,0.0148981363,1.11906207,0.00857317448,0.0234713107,0.00679647131,0.00651558442,0.0473006293,0.0434717126,63.1894531,68.640625,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,28,0.0519449562,0.0162660666,0.0591917522,0.127402768,9.99999975e-05,4.99999987e-05,0.134762838,0.126895905,0.00786693394,0.498624444,0.00736007094,0.000506862998,0.00798996072,0.00778631214,0.0653716177,0.0620816983,78.6875,107.974609,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,29,-0.0585225783,0.00320395734,-0.0732873678,-0.128605992,9.99999975e-05,4.99999987e-05,-0.153339416,-0.156390354,0.00305093825,0.211559668,0.0247334242,0.0277843624,0.00717473403,0.00724543724,0.0527122505,0.053756278,71.3730469,90.3271484,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,30,0.0981892645,0.102299035,0.00765402801,0.208142325,9.99999975e-05,4.99999987e-05,0.226424873,0.222474366,0.00395050645,0.296029001,0.0182825476,0.0143320411,0.00669761421,0.00664638402,0.0459346287,0.0452346057,77.4179688,91.9511719,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,31,-0.122722015,0.15032202,0.0847506225,0.112350628,9.99999975e-05,4.99999987e-05,0.118327357,0.114282988,0.00404436886,0.385054052,0.00597672909,0.00193236023,0.00525835576,0.00524402363,0.0283139106,0.0281597786,51.4072266,76.7841797,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,32,-0.126045391,0.159733072,-0.0730734691,-0.0393857881,9.99999975e-05,4.99999987e-05,-0.0544600263,-0.0520636663,0.00239636004,0.239639908,0.0150742382,0.0126778781,0.00499302754,0.00500580901,0.0255286545,0.0256595183,48.1738281,68.6601562,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,33,-0.0983680263,-0.0331287496,-0.00647430168,-0.137971073,9.99999975e-05,4.99999987e-05,-0.146769196,-0.148599625,0.00183042884,0.127853066,0.00879812241,0.0106285512,0.00721580535,0.00709985429,0.0533174723,0.0516177192,61.4804688,73.2617188,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,34,0.00673722336,0.176301077,-0.0743633881,0.108674906,9.99999975e-05,4.99999987e-05,0.10431736,0.102108315,0.00220904499,0.218993038,0.00435754657,0.00656659156,0.00515946327,0.00492682075,0.0272589438,0.0248561278,59.7568359,74.4648438,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,35,-0.0503399298,0.211527303,-0.0383891836,0.122798197,9.99999975e-05,4.99999987e-05,0.126585841,0.123935878,0.0026499629,0.518958986,0.00378764421,0.00113768131,0.00241373875,0.00269156694,0.00596596161,0.007418402,30.0644531,46.8125,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,36,0.0148268193,0.0847808868,-0.0934574604,0.00615024567,9.99999975e-05,4.99999987e-05,-0.00526059745,0.00241189939,0.00767249707,0.539867699,0.0114108436,0.00373834628,0.00712690363,0.00708390633,0.0520117767,0.0513860919,70.875,97.2792969,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,37,0.0319901258,0.191760778,-0.0363632925,0.187387615,9.99999975e-05,4.99999987e-05,0.186399892,0.197394818,0.0109949261,1.26576054,0.00098772347,0.0100072026,0.00445662905,0.00422878936,0.0203382187,0.0183118414,50.65625,68.2675781,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,38,-0.0853141919,0.158831939,-0.108684674,-0.0351669267,9.99999975e-05,4.99999987e-05,-0.0479296222,-0.0511846431,0.00325502083,0.31745258,0.0127626956,0.0160177164,0.00523222005,0.0050203451,0.0280331522,0.0258087572,48.3662109,65.7841797,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,39,0.0283567104,-0.0187174622,-0.0427036844,-0.0330644362,9.99999975e-05,4.99999987e-05,-0.0476291701,-0.0557386465,0.00810947642,0.506483495,0.014564734,0.0226742104,0.00790659711,0.00810373761,0.0640146211,0.0672466606,72.3808594,93.5332031,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,40,-0.0140882032,0.0375561714,0.100748047,0.12421602,9.99999975e-05,4.99999987e-05,0.127470464,0.130923167,0.00345270336,0.226208597,0.00325444341,0.00670714676,0.00761338975,0.00764896953,0.0593548343,0.0599108934,87.0185547,108.859375,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,41,-0.00525987009,0.218332782,0.0348649211,0.247937828,9.99999975e-05,4.99999987e-05,0.248764604,0.248192996,0.000571608543,0.295891553,0.000826776028,0.000255167484,0.00107037742,0.000860440312,0.00117320463,0.000758126087,15.2568359,17.6552734,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,42,-0.0953152403,0.106770851,-0.078811042,-0.0673554316,9.99999975e-05,4.99999987e-05,-0.0927648246,-0.100146748,0.0073819235,0.604471684,0.025409393,0.0327913165,0.00610739645,0.00610379409,0.0381954946,0.0381504558,72.7529297,95.3125,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,43,-0.101107672,0.0862035453,0.0917894393,0.0768853128,9.99999975e-05,4.99999987e-05,,,,,,,,,,,,,,,,,0
