mesh,boundary,seed,point_index,x,y,z,exact,epsilon,epsilon_half,value_epsilon,value_epsilon_half,bias_indicator,normalized_bias,abs_error_epsilon,abs_error_epsilon_half,std_error_epsilon,std_error_epsilon_half,sample_variance_epsilon,sample_variance_epsilon_half,mean_steps_epsilon,mean_steps_epsilon_half,samples_epsilon,samples_epsilon_half,diverged_epsilon,diverged_epsilon_half,is_valid
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,0,-0.067084685,0.117976248,0.0773394257,0.128230989,0.00100000005,0.000500000024,0.207300246,0.190085277,0.0172149688,0.285926908,0.0790692568,0.061854288,0.0300097149,0.0301968735,0.0576373115,0.0583584756,29.796875,38.984375,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,1,-0.0922575668,0.159452081,0.0443730466,0.111567557,0.00100000005,0.000500000024,0.166794166,0.178107902,0.0113137364,0.261954039,0.0552266091,0.0665403455,0.0205622856,0.0226264931,0.0270596836,0.0327653214,21.546875,34.34375,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,2,-0.0933401659,0.150574431,0.0668218732,0.124056138,0.00100000005,0.000500000024,0.167049676,0.157061622,0.00998805463,0.218107954,0.0429935381,0.0330054834,0.0248816498,0.0209114403,0.0396221764,0.0279864538,21.390625,26.21875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,3,-0.0185285453,0.106607415,-0.0449450836,0.0431337878,0.00100000005,0.000500000024,-0.0133411363,0.0116914557,0.0250325911,0.415484875,0.0564749241,0.031442333,0.0309197772,0.0293283314,0.0611860864,0.0550496653,29.703125,48.859375,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,4,-0.0976603329,0.0314677618,0.0159318298,-0.0502607375,0.00100000005,0.000500000024,-0.139005974,-0.138414189,0.000591784716,0.00994593371,0.0887452364,0.0881534517,0.0320733152,0.0274258517,0.0658366457,0.0481393486,32.984375,38.734375,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,5,0.0403933711,0.104567476,0.0474552549,0.192416102,0.00100000005,0.000500000024,0.423299134,0.365596563,0.0577025712,1.01982987,0.230883032,0.173180461,0.0294909496,0.0270886403,0.0556618348,0.0469628423,27.765625,38.84375,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,6,0.0592114404,0.0807502791,-0.0263680369,0.113593683,0.00100000005,0.000500000024,0.156246141,0.139855668,0.0163904727,0.243099913,0.042652458,0.0262619853,0.0363924429,0.0310293436,0.0847622231,0.0616204888,31.578125,43.453125,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,7,0.00316647743,0.113946065,0.0566410087,0.173753545,0.00100000005,0.000500000024,0.402121186,0.341746986,0.0603742003,1.2742362,0.228367642,0.167993441,0.0214949399,0.0258847587,0.0295700748,0.0428813249,27.921875,45.359375,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,8,-0.0144315343,0.104213901,0.000829365861,0.0906117335,0.00100000005,0.000500000024,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,9,0.0340803266,0.0906737596,0.0716325417,0.196386635,0.00100000005,0.000500000024,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,10,-0.0811202973,0.0964908004,-0.0482416078,-0.0328711048,0.00100000005,0.000500000024,-0.199177027,-0.107912228,0.0912647992,1.60052073,0.166305929,0.0750411227,0.0291351806,0.027885763,0.0543269627,0.0497674085,27.765625,37.5625,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,11,-0.0107402578,0.180729836,-0.0448372886,0.12515229,0.00100000005,0.000500000024,0.0981510505,0.0778513923,0.0202996582,0.375475168,0.0270012394,0.0473008975,0.0280425027,0.026020417,0.0503284484,0.043331977,23.859375,35.109375,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,12,-0.0611755028,0.199949145,-0.0343294628,0.104444191,0.00100000005,0.000500000024,0.111602828,0.101171277,0.0104315504,0.294880718,0.00715863705,0.0032729134,0.0175693147,0.0178051777,0.0197555721,0.0202895608,14.03125,25.78125,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,13,-0.0350626484,0.210224673,0.00687460089,0.182036623,0.00100000005,0.000500000024,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,14,0.0210043043,0.0194579698,0.0588089526,0.0992712229,0.00100000005,0.000500000024,0.117917389,0.141808689,0.0238913,0.301154226,0.0186461657,0.0425374657,0.0437651686,0.0355662778,0.122584954,0.08095745,31.28125,45.1875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,15,-0.0103540719,0.158047348,0.0397412069,0.18743448,0.00100000005,0.000500000024,0.283183157,0.269610703,0.0135724545,0.335894108,0.0957486778,0.0821762234,0.0191105735,0.0212953687,0.0233736988,0.0290235318,21.234375,39.390625,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,16,-0.039521385,0.102026179,0.0672486871,0.129753485,0.00100000005,0.000500000024,0.270294577,0.240658864,0.0296357125,0.550606251,0.140541092,0.110905379,0.0300198458,0.0238029379,0.0576762334,0.0362611078,30.921875,46.15625,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,17,0.0405099392,0.129948974,0.0078132255,0.178272143,0.00100000005,0.000500000024,0.327601969,0.291377485,0.0362244844,0.693387687,0.149329826,0.113105342,0.0290755797,0.0231661797,0.054104913,0.0343469977,29.8125,35.375,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,18,-0.0479585342,0.144119784,-0.0611163676,0.0350448787,0.00100000005,0.000500000024,0.00388689386,-0.0211086273,0.0249955207,0.423534393,0.0311579853,0.056153506,0.0330258235,0.0259896852,0.0698051229,0.0432296805,29.921875,43.171875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,19,0.0156902131,0.126337081,-0.0448027514,0.0972245336,0.00100000005,0.000500000024,0.116847374,0.101691522,0.0151558518,0.233583227,0.01962284,0.00446698815,0.0308226552,0.034060508,0.060802307,0.0742475614,25.96875,39.640625,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,20,-0.00702939322,0.0225085281,-0.0322350897,-0.0167559553,0.00100000005,0.000500000024,-0.127080932,-0.172340631,0.0452596992,0.75967139,0.110324979,0.155584678,0.0318439603,0.0277330372,0.0648984239,0.0492237657,33.0625,46.46875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,21,-0.0422468856,0.186354056,0.0362586714,0.180365831,0.00100000005,0.000500000024,0.244484603,0.236227334,0.00825726986,0.250839978,0.0641187727,0.0558615029,0.0168508813,0.016066594,0.0181729421,0.0165206697,18.46875,26.234375,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,22,-0.0139228515,0.0688166171,-0.0603689514,-0.00547518581,0.00100000005,0.000500000024,-0.129343703,-0.0771085247,0.0522351786,0.810555339,0.123868518,0.0716333389,0.0346436724,0.0297990236,0.076811783,0.0568308309,33.46875,45.75,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,23,0.0599506907,0.115139082,0.0195783097,0.194668084,0.00100000005,0.000500000024,0.387278765,0.25535816,0.131920606,2.55707884,0.192610681,0.0606900752,0.0238619503,0.0277274083,0.0364411324,0.0492037907,28.84375,36.46875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,24,0.0203218441,0.192576095,-0.00220530643,0.210692629,0.00100000005,0.000500000024,0.251839489,0.221087456,0.030752033,0.898881495,0.0411468595,0.0103948265,0.0155890817,0.0186213609,0.0155532453,0.0221923236,18.15625,24.671875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,25,-0.0995398015,-0.0212173685,0.0726171285,-0.0481400415,0.00100000005,0.000500000024,-0.0218959544,-0.107442558,0.0855466053,1.32152247,0.0262440871,0.0593025163,0.0355781727,0.0291541964,0.0810116157,0.0543978997,26.109375,29.890625,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,26,-0.0744079873,0.177519768,-0.106887363,-0.00377558172,0.00100000005,0.000500000024,,,,,,,,,,,,,,,,,0
