mesh,boundary,seed,point_index,x,y,z,value,exact,abs_error,std_error,sample_variance,samples_used,mean_steps,diverged,epsilon,walks_per_point,star_queries,fast_only_star_queries,exact_star_queries,is_valid
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,0,-0.067084685,0.117976248,0.0773394257,0.674733996,0.128230989,0.546503007,0.0282487627,0.817144454,1024,8.86523438,0,0.00999999978,1024,9078,6141,2937,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,1,-0.0922575668,0.159452081,0.0443730466,0.55279696,0.111567557,0.441229403,0.023468988,0.564012468,1024,7.24414062,0,0.00999999978,1024,7418,3369,4049,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,2,-0.0933401659,0.150574431,0.0668218732,0.469552875,0.124056138,0.345496744,0.0268287119,0.737054467,1024,8.25976562,0,0.00999999978,1024,8458,5658,2800,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,3,-0.0185285453,0.106607415,-0.0449450836,-0.385403484,0.0431337878,0.428537279,0.0224003214,0.513817012,1024,7.25292969,0,0.00999999978,1024,7427,3243,4184,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,4,-0.0976603329,0.0314677618,0.0159318298,-0.667834163,-0.0502607375,0.61757344,0.0266934317,0.729640186,1024,9.85839844,0,0.00999999978,1024,10095,7082,3013,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,5,0.0403933711,0.104567476,0.0474552549,1.81872344,0.192416102,1.62630737,0.0246432982,0.62186712,1024,6.76464844,0,0.00999999978,1024,6927,2849,4078,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,6,0.0592114404,0.0807502791,-0.0263680369,0.2287938,0.113593683,0.115200117,0.0222195555,0.505557656,1024,9.03027344,0,0.00999999978,1024,9247,6215,3032,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,7,0.00316647743,0.113946065,0.0566410087,1.55638874,0.173753545,1.38263524,0.0220065527,0.4959113,1024,6.43652344,0,0.00999999978,1024,6591,2529,4062,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,8,-0.0144315343,0.104213901,0.000829365861,,,,,,,,,0.00999999978,1024,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,9,0.0340803266,0.0906737596,0.0716325417,,,,,,,,,0.00999999978,1024,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,10,-0.0811202973,0.0964908004,-0.0482416078,-0.91019243,-0.0328711048,0.877321303,0.0272046775,0.757856727,1024,8.69628906,0,0.00999999978,1024,8905,6052,2853,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,11,-0.0107402578,0.180729836,-0.0448372886,-0.17090106,0.12515229,0.29605335,0.0362902135,1.34858716,1024,7.48828125,0,0.00999999978,1024,7668,3270,4398,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,12,-0.0611755028,0.199949145,-0.0343294628,0.43077907,0.104444191,0.326334894,0.0294743534,0.889587164,1024,4.97851562,0,0.00999999978,1024,5098,2120,2978,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,13,-0.0350626484,0.210224673,0.00687460089,,,,,,,,,0.00999999978,1024,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,14,0.0210043043,0.0194579698,0.0588089526,0.193627119,0.0992712229,0.0943558961,0.0301263351,0.92937839,1024,9.54980469,0,0.00999999978,1024,9779,6766,3013,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,15,-0.0103540719,0.158047348,0.0397412069,1.0385828,0.18743448,0.851148307,0.0261701886,0.70131588,1024,7.80859375,0,0.00999999978,1024,7996,4966,3030,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,16,-0.039521385,0.102026179,0.0672486871,0.897960901,0.129753485,0.768207431,0.0259640478,0.690310955,1024,7.59765625,0,0.00999999978,1024,7780,4729,3051,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,17,0.0405099392,0.129948974,0.0078132255,1.28417528,0.178272143,1.10590315,0.0247771256,0.628639698,1024,7.06640625,0,0.00999999978,1024,7236,3164,4072,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,18,-0.0479585342,0.144119784,-0.0611163676,-0.411467791,0.0350448787,0.446512669,0.03245233,1.07842934,1024,8.52636719,0,0.00999999978,1024,8731,5503,3228,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,19,0.0156902131,0.126337081,-0.0448027514,0.0171375275,0.0972245336,0.0800870061,0.0239252206,0.586154163,1024,8.50292969,0,0.00999999978,1024,8707,5713,2994,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,20,-0.00702939322,0.0225085281,-0.0322350897,-1.00517476,-0.0167559553,0.988418818,0.0219537485,0.493534297,1024,8.22265625,0,0.00999999978,1024,8420,4248,4172,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,21,-0.0422468856,0.186354056,0.0362586714,0.738956392,0.180365831,0.558590531,0.0256110802,0.671669662,1024,6.06542969,0,0.00999999978,1024,6211,3523,2688,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,22,-0.0139228515,0.0688166171,-0.0603689514,-0.831962943,-0.00547518581,0.82648778,0.0246822033,0.623832226,1024,8.69726562,0,0.00999999978,1024,8906,5863,3043,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,23,0.0599506907,0.115139082,0.0195783097,1.24576545,0.194668084,1.05109739,0.0276495479,0.782845438,1024,8.30664062,0,0.00999999978,1024,8506,5516,2990,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,24,0.0203218441,0.192576095,-0.00220530643,0.529913723,0.210692629,0.319221079,0.0235723909,0.56899339,1024,6.61914062,0,0.00999999978,1024,6778,4070,2708,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,25,-0.0995398015,-0.0212173685,0.0726171285,-0.219759837,-0.0481400415,0.171619803,0.0214403421,0.470720828,1024,9.84277344,0,0.00999999978,1024,10079,7526,2553,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,26,-0.0744079873,0.177519768,-0.106887363,,,,,,,,,0.00999999978,1024,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,27,-0.124111302,-0.011293429,-0.0103977034,-0.44132039,-0.145802438,0.295517951,0.0206117891,0.435042143,1024,9.78613281,0,0.00999999978,1024,10021,7569,2452,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,28,0.0519449562,0.0162660666,0.0591917522,0.309885532,0.127402768,0.182482764,0.0263264608,0.709716558,1024,10.1435547,0,0.00999999978,1024,10387,7686,2701,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,29,-0.0585225783,0.00320395734,-0.0732873678,-0.580324888,-0.128605992,0.451718897,0.0218387209,0.488376051,1024,10.6171875,0,0.00999999978,1024,10872,8253,2619,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,30,0.0981892645,0.102299035,0.00765402801,0.5546,0.208142325,0.34645766,0.0245278738,0.616055429,1024,9.62304688,0,0.00999999978,1024,9854,7251,2603,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,31,-0.122722015,0.15032202,0.0847506225,0.133675963,0.112350628,0.0213253349,0.0188881513,0.365324527,1024,8.21777344,0,0.00999999978,1024,8415,6010,2405,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,32,-0.126045391,0.159733072,-0.0730734691,-0.33720237,-0.0393857881,0.297816575,0.0231797583,0.550196409,1024,7.76367188,0,0.00999999978,1024,7950,5414,2536,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,33,-0.0983680263,-0.0331287496,-0.00647430168,-0.458423555,-0.137971073,0.320452482,0.0200790018,0.412842274,1024,10.1699219,0,0.00999999978,1024,10414,7886,2528,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,34,0.00673722336,0.176301077,-0.0743633881,0.0728635266,0.108674906,0.0358113796,0.0225181431,0.519236386,1024,7.35742188,0,0.00999999978,1024,7534,4957,2577,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,13369,35,-0.0503399298,0.211527303,-0.0383891836,0.131270885,0.122798197,0.0084726885,0,0,1024,1,0,0.00999999978,1024,1024,0,1024,1
