mesh,boundary,seed,point_index,x,y,z,value,exact,abs_error,std_error,sample_variance,samples_used,mean_steps,diverged,epsilon,walks_per_point,star_queries,fast_only_star_queries,exact_star_queries,is_valid
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,0,-0.067084685,0.117976248,0.0773394257,0.155316785,0.128230989,0.027085796,0.0257338341,0.042382732,64,171.578125,0,9.99999975e-06,64,10981,10177,804,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,1,-0.0922575668,0.159452081,0.0443730466,0.111703746,0.111567557,0.000136189163,0.0227892529,0.0332384035,64,221.640625,0,9.99999975e-06,64,14185,13032,1153,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,2,-0.0933401659,0.150574431,0.0668218732,0.183308974,0.124056138,0.0592528358,0.0197119378,0.0248678718,64,163.625,0,9.99999975e-06,64,10472,9703,769,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,3,-0.0185285453,0.106607415,-0.0449450836,0.0251041502,0.0431337878,0.0180296376,0.0309074465,0.0611372925,64,245.234375,0,9.99999975e-06,64,15695,14552,1143,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,4,-0.0976603329,0.0314677618,0.0159318298,-0.139170602,-0.0502607375,0.0889098644,0.0267640147,0.0458439998,64,153.34375,0,9.99999975e-06,64,9814,9081,733,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,5,0.0403933711,0.104567476,0.0474552549,0.286559254,0.192416102,0.0941431522,0.025938293,0.0430588834,64,218.125,0,9.99999975e-06,64,13960,12926,1034,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,6,0.0592114404,0.0807502791,-0.0263680369,0.0647487268,0.113593683,0.0488449559,0.0339788012,0.0738917738,64,162.015625,0,9.99999975e-06,64,10369,9645,724,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,7,0.00316647743,0.113946065,0.0566410087,0.273597926,0.173753545,0.0998443812,0.0202551167,0.0262572635,64,207.484375,0,9.99999975e-06,64,13279,12263,1016,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,8,-0.0144315343,0.104213901,0.000829365861,,,,,,,,,9.99999975e-06,64,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,9,0.0340803266,0.0906737596,0.0716325417,,,,,,,,,9.99999975e-06,64,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,10,-0.0811202973,0.0964908004,-0.0482416078,-0.0512787215,-0.0328711048,0.0184076168,0.0275534801,0.0485884324,64,218.328125,0,9.99999975e-06,64,13973,12895,1078,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,11,-0.0107402578,0.180729836,-0.0448372886,0.149015367,0.12515229,0.0238630772,0.0208336189,0.0277785398,64,177.8125,0,9.99999975e-06,64,11380,10505,875,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,12,-0.0611755028,0.199949145,-0.0343294628,0.123793595,0.104444191,0.0193494037,0.0135664074,0.0117790336,64,101.390625,0,9.99999975e-06,64,6489,5989,500,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,13,-0.0350626484,0.210224673,0.00687460089,,,,,,,,,9.99999975e-06,64,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,14,0.0210043043,0.0194579698,0.0588089526,0.0734584257,0.0992712229,0.0258127972,0.0279569309,0.0500217602,64,163.375,0,9.99999975e-06,64,10456,9739,717,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,15,-0.0103540719,0.158047348,0.0397412069,0.261217177,0.18743448,0.0737826973,0.0226410478,0.0328074917,64,201.40625,0,9.99999975e-06,64,12890,11936,954,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,16,-0.039521385,0.102026179,0.0672486871,0.178571835,0.129753485,0.0488183498,0.0225995705,0.0326873995,64,266.390625,0,9.99999975e-06,64,17049,15801,1248,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,17,0.0405099392,0.129948974,0.0078132255,0.213801652,0.178272143,0.0355295092,0.0233210064,0.0348076373,64,233.046875,0,9.99999975e-06,64,14915,13797,1118,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,18,-0.0479585342,0.144119784,-0.0611163676,0.0401951671,0.0350448787,0.00515028834,0.0217844229,0.03037191,64,214.9375,0,9.99999975e-06,64,13756,12591,1165,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,19,0.0156902131,0.126337081,-0.0448027514,0.067591086,0.0972245336,0.0296334475,0.0315259881,0.0636088252,64,254.015625,0,9.99999975e-06,64,16257,15022,1235,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,20,-0.00702939322,0.0225085281,-0.0322350897,-0.0266767684,-0.0167559553,0.00992081314,0.0345613882,0.0764473379,64,153.21875,0,9.99999975e-06,64,9806,9185,621,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,21,-0.0422468856,0.186354056,0.0362586714,0.182258517,0.180365831,0.00189268589,0.0187740661,0.022557795,64,141.328125,0,9.99999975e-06,64,9045,8350,695,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,22,-0.0139228515,0.0688166171,-0.0603689514,-0.00717964256,-0.00547518581,0.00170445675,0.0312071405,0.0623286813,64,225.296875,0,9.99999975e-06,64,14419,13354,1065,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,23,0.0599506907,0.115139082,0.0195783097,0.308464289,0.194668084,0.113796204,0.0219524708,0.0308423005,64,208.21875,0,9.99999975e-06,64,13326,12402,924,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,24,0.0203218441,0.192576095,-0.00220530643,0.199263737,0.210692629,0.0114288926,0.0177283138,0.020114759,64,122.53125,0,9.99999975e-06,64,7842,7284,558,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,25,-0.0995398015,-0.0212173685,0.0726171285,-0.0863778591,-0.0481400415,0.0382378176,0.0272964537,0.0476861708,64,102.28125,0,9.99999975e-06,64,6546,6099,447,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,26,-0.0744079873,0.177519768,-0.106887363,,,,,,,,,9.99999975e-06,64,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,27,-0.124111302,-0.011293429,-0.0103977034,-0.199072093,-0.145802438,0.0532696545,0.0270594154,0.0468615666,64,101.484375,0,9.99999975e-06,64,6495,6059,436,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,28,0.0519449562,0.0162660666,0.0591917522,0.0883024856,0.127402768,0.0391002819,0.0358219147,0.0821254104,64,113.46875,0,9.99999975e-06,64,7262,6783,479,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,29,-0.0585225783,0.00320395734,-0.0732873678,-0.113567591,-0.128605992,0.0150384009,0.0325375684,0.0677563697,64,119.84375,0,9.99999975e-06,64,7670,7147,523,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,30,0.0981892645,0.102299035,0.00765402801,0.269809753,0.208142325,0.0616674274,0.0216955654,0.0301246438,64,95.265625,0,9.99999975e-06,64,6097,5665,432,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,31,-0.122722015,0.15032202,0.0847506225,0.100588858,0.112350628,0.0117617697,0.0212762039,0.0289713182,64,88.6875,0,9.99999975e-06,64,5676,5324,352,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,32,-0.126045391,0.159733072,-0.0730734691,-0.0316684619,-0.0393857881,0.00771732628,0.015127372,0.0146455932,64,76.109375,0,9.99999975e-06,64,4871,4498,373,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,33,-0.0983680263,-0.0331287496,-0.00647430168,-0.089823328,-0.137971073,0.0481477454,0.0323140435,0.0668286309,64,103.734375,0,9.99999975e-06,64,6639,6178,461,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,34,0.00673722336,0.176301077,-0.0743633881,0.148395509,0.108674906,0.0397206023,0.0171895381,0.0189107321,64,103.859375,0,9.99999975e-06,64,6647,6145,502,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,35,-0.0503399298,0.211527303,-0.0383891836,0.120649919,0.122798197,0.00214827806,0.00937434565,0.00562421419,64,48.625,0,9.99999975e-06,64,3112,2895,217,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,36,0.0148268193,0.0847808868,-0.0934574604,0.0224656537,0.00615024567,0.0163154081,0.0267439187,0.0457751825,64,107.046875,0,9.99999975e-06,64,6851,6409,442,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,37,0.0319901258,0.191760778,-0.0363632925,0.207757384,0.187387615,0.0203697681,0.00887565315,0.00504174177,64,95.984375,0,9.99999975e-06,64,6143,5627,516,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,38,-0.0853141919,0.158831939,-0.108684674,-0.0464007407,-0.0351669267,0.0112338141,0.0177315157,0.0201220233,64,63.3125,0,9.99999975e-06,64,4052,3767,285,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,39,0.0283567104,-0.0187174622,-0.0427036844,-0.0776463151,-0.0330644362,0.0445818789,0.0282701794,0.051148992,64,87.125,0,9.99999975e-06,64,5576,5226,350,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,40,-0.0140882032,0.0375561714,0.100748047,0.184279993,0.12421602,0.0600639731,0.0266546495,0.0454701036,64,120.015625,0,9.99999975e-06,64,7681,7162,519,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,41,-0.00525987009,0.218332782,0.0348649211,0.247866541,0.247937828,7.12871552e-05,0.00211068965,0.00028512071,64,20.546875,0,9.99999975e-06,64,1315,1174,141,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,42,-0.0953152403,0.106770851,-0.078811042,-0.0686309487,-0.0673554316,0.00127551705,0.0265785735,0.0452109128,64,154.359375,0,9.99999975e-06,64,9879,9186,693,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,43,-0.101107672,0.0862035453,0.0917894393,,,,,,,,,9.99999975e-06,64,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,44,-0.0376733541,-0.0209970176,-0.0135668842,-0.0423859246,-0.0722372532,0.0298513286,0.033667095,0.0725422949,64,138.578125,0,9.99999975e-06,64,8869,8276,593,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,45,-0.107621983,0.062222179,-0.0391345434,-0.129286572,-0.0845343471,0.0447522253,0.0274296235,0.0481525958,64,176.875,0,9.99999975e-06,64,11320,10463,857,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,46,-0.124964274,0.105792344,-0.0179618821,-0.0505266897,-0.0371338129,0.0133928768,0.0244217031,0.0381708555,64,155.296875,0,9.99999975e-06,64,9939,9147,792,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,47,0.0268910825,0.194390982,0.0538781397,0.289101511,0.275160193,0.0139413178,0.0185485445,0.0220191013,64,96.578125,0,9.99999975e-06,64,6181,5728,453,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,48,0.0775520578,-0.0479117967,-0.0735618696,-0.00286845723,-0.0439216085,0.0410531498,0.0288104452,0.0531226732,64,52.78125,0,9.99999975e-06,64,3378,3168,210,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,49,0.170051157,0.0868795365,-0.0763519406,0.203026339,0.180578768,0.0224475712,0.0183178745,0.0214748476,64,51.734375,0,9.99999975e-06,64,3311,3087,224,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,50,-0.149645939,-0.070355922,-0.0153150121,-0.218119338,-0.235316873,0.0171975344,0.0275330711,0.0485164784,64,45.3125,0,9.99999975e-06,64,2900,2742,158,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,51,-0.102774747,0.138941616,-0.134950474,-0.108463734,-0.0987836048,0.00968012959,0.0237171538,0.0360002182,64,110.796875,0,9.99999975e-06,64,7091,6594,497,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,52,-0.0704755336,-0.106104508,-0.0636035502,-0.229405463,-0.240183592,0.0107781291,0.0263423733,0.0444109179,64,50.96875,0,9.99999975e-06,64,3262,3025,237,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,53,-0.0860691071,-0.0260098036,-0.153910965,-0.294876188,-0.26598987,0.0288863182,0.0200654678,0.025767874,64,32.625,0,9.99999975e-06,64,2088,1944,144,1
