mesh,boundary,seed,point_index,x,y,z,exact,epsilon,epsilon_half,value_epsilon,value_epsilon_half,bias_indicator,normalized_bias,abs_error_epsilon,abs_error_epsilon_half,std_error_epsilon,std_error_epsilon_half,sample_variance_epsilon,sample_variance_epsilon_half,mean_steps_epsilon,mean_steps_epsilon_half,samples_epsilon,samples_epsilon_half,diverged_epsilon,diverged_epsilon_half,is_valid
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,0,-0.067084685,0.117976248,0.0773394257,0.128230989,9.99999975e-06,4.99999987e-06,0.151156694,0.159076035,0.00791934133,0.608048558,0.0229257047,0.030845046,0.00653206371,0.00649112789,0.0436918885,0.043145977,201.378906,217.570312,1024,1024,0,1,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,1,-0.0922575668,0.159452081,0.0443730466,0.111567557,9.99999975e-06,4.99999987e-06,0.123680167,0.127744451,0.00406428427,0.365812391,0.01211261,0.0161768943,0.00562412245,0.00548517331,0.0323898904,0.0308092181,181.148438,188.241211,1024,1024,1,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,2,-0.0933401659,0.150574431,0.0668218732,0.124056138,9.99999975e-06,4.99999987e-06,0.127173752,0.139833882,0.0126601309,1.10375249,0.00311761349,0.0157777444,0.00565716391,0.00581191666,0.0327715911,0.0345890559,160.012695,174.632812,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,3,-0.0185285453,0.106607415,-0.0449450836,0.0431337878,9.99999975e-06,4.99999987e-06,0.00367647083,0.011771909,0.00809543766,0.555173934,0.0394573174,0.0313618779,0.00728050387,0.00730030145,0.0542778745,0.0545734689,250.246094,277.06543,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,4,-0.0976603329,0.0314677618,0.0159318298,-0.0502607375,9.99999975e-06,4.99999987e-06,-0.0730193555,-0.0799031332,0.00688377768,0.475956142,0.022758618,0.0296423957,0.00745578576,0.00700626383,0.0569228716,0.0502658412,167.962891,188.543945,1024,1024,1,1,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,5,0.0403933711,0.104567476,0.0474552549,0.192416102,9.99999975e-06,4.99999987e-06,0.271513075,0.253686398,0.0178266764,1.33607078,0.0790969729,0.0612702966,0.00660557812,0.00673603546,0.0446808711,0.0464631505,203.107422,243.080078,1024,1024,1,1,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,6,0.0592114404,0.0807502791,-0.0263680369,0.113593683,9.99999975e-06,4.99999987e-06,0.108324617,0.122929029,0.014604412,0.957709968,0.0052690655,0.00933534652,0.00763932848,0.00760897668,0.0597599633,0.059286043,178.766602,199.171875,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,7,0.00316647743,0.113946065,0.0566410087,0.173753545,9.99999975e-06,4.99999987e-06,0.242814839,0.262774557,0.019959718,1.58255935,0.0690612942,0.0890210122,0.00652064802,0.00609065453,0.0435393043,0.0379863828,247.183594,250.293945,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,8,-0.0144315343,0.104213901,0.000829365861,0.0906117335,9.99999975e-06,4.99999987e-06,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,9,0.0340803266,0.0906737596,0.0716325417,0.196386635,9.99999975e-06,4.99999987e-06,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,10,-0.0811202973,0.0964908004,-0.0482416078,-0.0328711048,9.99999975e-06,4.99999987e-06,-0.085641712,-0.0787762552,0.0068654567,0.500259399,0.0527706072,0.0459051505,0.0068473164,0.0068754768,0.0480110012,0.0484067164,201.264648,222.608398,1024,1024,1,1,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,11,-0.0107402578,0.180729836,-0.0448372886,0.12515229,9.99999975e-06,4.99999987e-06,0.126751855,0.126400709,0.000351145864,0.0342353992,0.00159956515,0.00124841928,0.00529645942,0.00495934719,0.0287257414,0.0251854099,182.666992,164.875977,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,12,-0.0611755028,0.199949145,-0.0343294628,0.104444191,9.99999975e-06,4.99999987e-06,0.102697469,0.101353303,0.0013441667,0.182919428,0.00174672157,0.00309088826,0.00366582628,0.0036815824,0.0137608005,0.0138793467,117.931641,123.865234,1024,1024,0,1,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,13,-0.0350626484,0.210224673,0.00687460089,0.182036623,9.99999975e-06,4.99999987e-06,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,14,0.0210043043,0.0194579698,0.0588089526,0.0992712229,9.99999975e-06,4.99999987e-06,0.0995346084,0.0895460322,0.00998857617,0.599011719,0.000263385475,0.0097251907,0.00829630252,0.00837778952,0.0704805255,0.0718718544,164.317383,172.853516,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,15,-0.0103540719,0.158047348,0.0397412069,0.18743448,9.99999975e-06,4.99999987e-06,0.223973081,0.229772478,0.00579939783,0.515264571,0.0365386009,0.0423379987,0.00570356287,0.00555062154,0.0333113633,0.0315488242,218.628906,229.839844,1024,1024,1,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,16,-0.039521385,0.102026179,0.0672486871,0.129753485,9.99999975e-06,4.99999987e-06,0.187168509,0.188562036,0.00139352679,0.102492966,0.0574150234,0.0588085502,0.00670076767,0.00689454889,0.0459778905,0.0486756377,247.569336,264.734375,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,17,0.0405099392,0.129948974,0.0078132255,0.178272143,9.99999975e-06,4.99999987e-06,0.236914009,0.212292418,0.024621591,1.92998588,0.0586418658,0.0340202749,0.00618254906,0.00657384517,0.0391412862,0.0442526117,205.836914,228.652344,1024,1024,0,1,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,18,-0.0479585342,0.144119784,-0.0611163676,0.0350448787,9.99999975e-06,4.99999987e-06,0.0151239531,0.0250495896,0.00992563646,0.784472227,0.0199209265,0.00999528915,0.00638884213,0.00626278669,0.0417969152,0.0401638374,216.862305,249.148438,1024,1024,0,1,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,19,0.0156902131,0.126337081,-0.0448027514,0.0972245336,9.99999975e-06,4.99999987e-06,0.09511704,0.095222041,0.000105001032,0.00756214466,0.00210749358,0.00200249255,0.00675594993,0.00712813623,0.0467382893,0.0520297736,198.12207,221.472656,1024,1024,0,1,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,20,-0.00702939322,0.0225085281,-0.0322350897,-0.0167559553,9.99999975e-06,4.99999987e-06,-0.0841552988,-0.0749641359,0.00919116288,0.572738647,0.0673993453,0.0582081825,0.00801835302,0.00802838989,0.0658370405,0.0660019666,191.648438,219.225586,1024,1024,0,1,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,21,-0.0422468856,0.186354056,0.0362586714,0.180365831,9.99999975e-06,4.99999987e-06,0.204455018,0.203986049,0.000468969345,0.0529393069,0.0240891874,0.023620218,0.00426775916,0.00458986405,0.0186508987,0.0215724558,134.316406,161.02832,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,22,-0.0139228515,0.0688166171,-0.0603689514,-0.00547518581,9.99999975e-06,4.99999987e-06,-0.0578894913,-0.0468140729,0.0110754184,0.731823266,0.0524143055,0.0413388871,0.00746316416,0.00766984187,0.0570355915,0.0602383055,196.637695,221.928711,1024,1024,1,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,23,0.0599506907,0.115139082,0.0195783097,0.194668084,9.99999975e-06,4.99999987e-06,0.236605689,0.243923962,0.00731827319,0.549237669,0.0419376045,0.0492558777,0.00667529693,0.00664812187,0.0456290208,0.045258265,193.587891,205.442383,1024,1024,0,1,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,24,0.0203218441,0.192576095,-0.00220530643,0.210692629,9.99999975e-06,4.99999987e-06,0.226390004,0.215179518,0.0112104863,1.32799113,0.0156973749,0.00448688865,0.00406207982,0.0043786075,0.0168965049,0.0196323376,105.432617,118.305664,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,25,-0.0995398015,-0.0212173685,0.0726171285,-0.0481400415,9.99999975e-06,4.99999987e-06,-0.0545517281,-0.0657679662,0.0112162381,0.775332868,0.00641168654,0.0176279247,0.00725905644,0.00720629515,0.0539585538,0.0531770252,88.1835938,88.4638672,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,26,-0.0744079873,0.177519768,-0.106887363,-0.00377558172,9.99999975e-06,4.99999987e-06,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,27,-0.124111302,-0.011293429,-0.0103977034,-0.145802438,9.99999975e-06,4.99999987e-06,-0.157184407,-0.153301254,0.0038831532,0.289426655,0.0113819689,0.00749881566,0.00666480511,0.00675090402,0.0454857014,0.0466684997,97.6005859,104.762695,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,28,0.0519449562,0.0162660666,0.0591917522,0.127402768,9.99999975e-06,4.99999987e-06,0.117273144,0.13720952,0.0199363753,1.24684405,0.0101296231,0.0098067522,0.00808387809,0.00790459011,0.0669174641,0.0639821216,134.31543,144.626953,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,29,-0.0585225783,0.00320395734,-0.0732873678,-0.128605992,9.99999975e-06,4.99999987e-06,-0.156821281,-0.155673727,0.00114755332,0.0816974863,0.0282152891,0.0270677358,0.0070033134,0.00704205828,0.0502235107,0.0507807583,123.78418,126.743164,1024,1024,1,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,30,0.0981892645,0.102299035,0.00765402801,0.208142325,9.99999975e-06,4.99999987e-06,0.234172374,0.209658206,0.0245141685,1.80271399,0.0260300487,0.00151588023,0.00661958149,0.00697789807,0.0448705107,0.0498596467,127.115234,122.880859,1024,1024,1,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,31,-0.122722015,0.15032202,0.0847506225,0.112350628,9.99999975e-06,4.99999987e-06,0.107164547,0.116425484,0.00926093757,0.888301075,0.00518608093,0.00407485664,0.00527262688,0.00515182223,0.0284678079,0.0271782633,104.351562,98.0507812,1024,1024,1,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,32,-0.126045391,0.159733072,-0.0730734691,-0.0393857881,9.99999975e-06,4.99999987e-06,-0.0565249585,-0.0521261543,0.00439880416,0.438421369,0.0171391703,0.0127403662,0.0051914053,0.00484087458,0.0275975075,0.0239964854,101.179688,103.128906,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,33,-0.0983680263,-0.0331287496,-0.00647430168,-0.137971073,9.99999975e-06,4.99999987e-06,-0.153852686,-0.148413479,0.00543920696,0.387039989,0.0158816129,0.0104424059,0.00702726422,0.0070250826,0.0505676195,0.0505362302,96.5761719,104.269531,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,34,0.00673722336,0.176301077,-0.0743633881,0.108674906,9.99999975e-06,4.99999987e-06,0.114181049,0.106516689,0.00766436011,0.745574296,0.00550614297,0.00215821713,0.00487736752,0.0054014395,0.0243596416,0.0298757628,100.93457,115.881836,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,35,-0.0503399298,0.211527303,-0.0383891836,0.122798197,9.99999975e-06,4.99999987e-06,0.121084951,0.12390282,0.00281786919,0.545688808,0.00171324611,0.00110462308,0.00255528395,0.00260759215,0.00668618362,0.00696272543,67.4599609,79.2080078,1024,1024,1,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,36,0.0148268193,0.0847808868,-0.0934574604,0.00615024567,9.99999975e-06,4.99999987e-06,-0.00670034671,-0.00702805119,0.000327704474,0.022896627,0.0128505919,0.0131782964,0.00710636005,0.00720498711,0.0517123602,0.0531577244,116.861328,135.238281,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,37,0.0319901258,0.191760778,-0.0363632925,0.187387615,9.99999975e-06,4.99999987e-06,0.186204821,0.190770596,0.00456577539,0.516936898,0.00118279457,0.00338298082,0.00429131743,0.00454004761,0.0188573766,0.0211067237,85.6708984,101.576172,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,38,-0.0853141919,0.158831939,-0.108684674,-0.0351669267,9.99999975e-06,4.99999987e-06,-0.040792916,-0.0508240126,0.0100310966,1.01029623,0.00562598929,0.0156570859,0.00509060128,0.0048372657,0.0265361648,0.0239607189,92.9316406,85.4501953,1024,1024,1,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,39,0.0283567104,-0.0187174622,-0.0427036844,-0.0330644362,9.99999975e-06,4.99999987e-06,-0.0382137112,-0.0528442599,0.0146305487,0.906750083,0.00514927506,0.0197798237,0.00802389625,0.00811025407,0.0659281015,0.0673548505,112.664062,126.200195,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,40,-0.0140882032,0.0375561714,0.100748047,0.12421602,9.99999975e-06,4.99999987e-06,0.139269918,0.140167087,0.000897169113,0.0597857796,0.0150538981,0.0159510672,0.00752031943,0.00748507679,0.0579125285,0.0573710054,137.250977,150.399414,1024,1024,1,1,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,41,-0.00525987009,0.218332782,0.0348649211,0.247937828,9.99999975e-06,4.99999987e-06,0.249816239,0.248357549,0.00145868957,0.654567778,0.00187841058,0.000419721007,0.00120275083,0.00102472666,0.00148132816,0.00107526628,28.9570312,26.6650391,1024,1024,1,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,42,-0.0953152403,0.106770851,-0.078811042,-0.0673554316,9.99999975e-06,4.99999987e-06,-0.0907839239,-0.0993761793,0.00859225541,0.699545205,0.0234284922,0.0320207477,0.00618406013,0.00609757006,0.039160423,0.0380726904,138.860352,134.861328,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,43,-0.101107672,0.0862035453,0.0917894393,0.0768853128,9.99999975e-06,4.99999987e-06,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,44,-0.0376733541,-0.0209970176,-0.0135668842,-0.0722372532,9.99999975e-06,4.99999987e-06,-0.102896206,-0.0969104245,0.00598578155,0.383182436,0.0306589529,0.0246731713,0.00775335636,0.00786687434,0.0615572855,0.0633730218,123.515625,155.251953,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,45,-0.107621983,0.062222179,-0.0391345434,-0.0845343471,9.99999975e-06,4.99999987e-06,-0.10928762,-0.118830048,0.00954242796,0.73198998,0.0247532725,0.0342957005,0.00662581157,0.00640947046,0.0449550115,0.0420672596,158.227539,160.113281,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,46,-0.124964274,0.105792344,-0.0179618821,-0.0371338129,9.99999975e-06,4.99999987e-06,-0.0725101978,-0.062449012,0.0100611858,0.843956113,0.0353763849,0.025315199,0.00578706106,0.00613339432,0.0342938378,0.0385213681,150.450195,168.380859,1024,1024,1,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,47,0.0268910825,0.194390982,0.0538781397,0.275160193,9.99999975e-06,4.99999987e-06,0.280325472,0.281837702,0.00151222944,0.209016398,0.00516527891,0.00667750835,0.00357459649,0.00365938386,0.013084406,0.013712476,74.4277344,82.8515625,1024,1024,0,1,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,48,0.0775520578,-0.0479117967,-0.0735618696,-0.0439216085,9.99999975e-06,4.99999987e-06,-0.0534390546,-0.0398313925,0.0136076622,0.92710954,0.00951744616,0.00409021601,0.0073637371,0.00731277512,0.0555260181,0.0547601171,61.2080078,80.4023438,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,49,0.170051157,0.0868795365,-0.0763519406,0.180578768,9.99999975e-06,4.99999987e-06,0.176974148,0.184615701,0.00764155388,0.763807297,0.0036046207,0.00403693318,0.00512579968,0.00487775775,0.0269043949,0.024363542,46.0712891,51.6210938,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,50,-0.149645939,-0.070355922,-0.0153150121,-0.235316873,9.99999975e-06,4.99999987e-06,-0.23332876,-0.240671888,0.00734312832,0.618862629,0.00198811293,0.0053550154,0.00603458425,0.00582993869,0.0372901931,0.0348039046,59.1308594,60.3427734,1024,1024,1,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,51,-0.102774747,0.138941616,-0.134950474,-0.0987836048,9.99999975e-06,4.99999987e-06,-0.103777677,-0.107935466,0.00415778905,0.410592049,0.00499407202,0.00915186107,0.00513644051,0.00498888502,0.0270162113,0.0254863072,68.5546875,76.5673828,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,52,-0.0704755336,-0.106104508,-0.0636035502,-0.240183592,9.99999975e-06,4.99999987e-06,-0.25199452,-0.257989615,0.00599509478,0.466730356,0.0118109286,0.0178060234,0.00656146836,0.00628240965,0.0440861359,0.0404159203,59.9628906,58.1933594,1024,1024,0,0,1
