mesh,boundary,seed,point_index,x,y,z,value,exact,abs_error,std_error,sample_variance,samples_used,mean_steps,diverged,epsilon,walks_per_point,star_queries,fast_only_star_queries,exact_star_queries,is_valid
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,0,-0.067084685,0.117976248,0.0773394257,0.145763531,0.128230989,0.0175325423,0.0280911922,0.0505033657,64,108.1875,0,9.99999975e-05,64,6924,6300,624,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,1,-0.0922575668,0.159452081,0.0443730466,0.153830394,0.111567557,0.0422628373,0.0228426568,0.0333943665,64,69,0,9.99999975e-05,64,4416,4031,385,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,2,-0.0933401659,0.150574431,0.0668218732,0.110283643,0.124056138,0.0137724951,0.0229426734,0.0336874388,64,97.359375,0,9.99999975e-05,64,6231,5700,531,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,3,-0.0185285453,0.106607415,-0.0449450836,0.00240292377,0.0431337878,0.0407308638,0.0317175947,0.0643843636,64,126.515625,0,9.99999975e-05,64,8097,7317,780,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,4,-0.0976603329,0.0314677618,0.0159318298,-0.105561063,-0.0502607375,0.0553003252,0.0289541166,0.0536538139,64,88.4375,0,9.99999975e-05,64,5660,5150,510,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,5,0.0403933711,0.104567476,0.0474552549,0.293884724,0.192416102,0.101468623,0.0232161172,0.0344952382,64,120.1875,0,9.99999975e-05,64,7692,6954,738,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,6,0.0592114404,0.0807502791,-0.0263680369,0.0937816426,0.113593683,0.01981204,0.0321335085,0.0660839975,64,77.9375,0,9.99999975e-05,64,4988,4522,466,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,7,0.00316647743,0.113946065,0.0566410087,0.264468968,0.173753545,0.0907154232,0.0214333851,0.0294009615,64,110.546875,0,9.99999975e-05,64,7075,6395,680,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,8,-0.0144315343,0.104213901,0.000829365861,,,,,,,,,9.99999975e-05,64,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,9,0.0340803266,0.0906737596,0.0716325417,,,,,,,,,9.99999975e-05,64,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,10,-0.0811202973,0.0964908004,-0.0482416078,-0.0886034742,-0.0328711048,0.0557323694,0.0289466176,0.0536260307,64,86.5,0,9.99999975e-05,64,5536,5037,499,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,11,-0.0107402578,0.180729836,-0.0448372886,0.119455293,0.12515229,0.00569699705,0.0215881355,0.0298270471,64,83.203125,0,9.99999975e-05,64,5325,4840,485,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,12,-0.0611755028,0.199949145,-0.0343294628,0.109611034,0.104444191,0.00516684353,0.012914286,0.0106738415,64,53.9375,0,9.99999975e-05,64,3452,3138,314,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,13,-0.0350626484,0.210224673,0.00687460089,,,,,,,,,9.99999975e-05,64,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,14,0.0210043043,0.0194579698,0.0588089526,0.0539688766,0.0992712229,0.0453023463,0.0325591192,0.0678461641,64,123.46875,0,9.99999975e-05,64,7902,7209,693,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,15,-0.0103540719,0.158047348,0.0397412069,0.239655554,0.18743448,0.0522210747,0.0218680594,0.0306055695,64,99.53125,0,9.99999975e-05,64,6370,5784,586,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,16,-0.039521385,0.102026179,0.0672486871,0.186149493,0.129753485,0.0563960075,0.0270824172,0.0469412692,64,121.328125,0,9.99999975e-05,64,7765,6999,766,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,17,0.0405099392,0.129948974,0.0078132255,0.238908738,0.178272143,0.0606365949,0.0259715412,0.043169342,64,97.75,0,9.99999975e-05,64,6256,5692,564,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,18,-0.0479585342,0.144119784,-0.0611163676,0.0715125799,0.0350448787,0.0364677012,0.0211471841,0.0286210161,64,95.78125,0,9.99999975e-05,64,6130,5556,574,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,19,0.0156902131,0.126337081,-0.0448027514,0.136089221,0.0972245336,0.0388646871,0.0278514996,0.0496451817,64,115.78125,0,9.99999975e-05,64,7410,6781,629,1
