mesh,boundary,seed,point_index,x,y,z,value,exact,abs_error,std_error,sample_variance,samples_used,mean_steps,diverged,epsilon,walks_per_point,star_queries,fast_only_star_queries,exact_star_queries,is_valid
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,0,-0.067084685,0.117976248,0.0773394257,0.142556384,0.128230989,0.0143253952,0.0135738812,0.0471680611,256,184.90625,0,9.99999975e-06,256,47336,43838,3498,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,1,-0.0922575668,0.159452081,0.0443730466,0.126292273,0.111567557,0.0147247165,0.0117015671,0.0350532271,256,206.234375,0,9.99999975e-06,256,52796,48719,4077,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,2,-0.0933401659,0.150574431,0.0668218732,0.162924081,0.124056138,0.038867943,0.0100803981,0.0260132905,256,145.457031,0,9.99999975e-06,256,37237,34479,2758,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,3,-0.0185285453,0.106607415,-0.0449450836,-0.0223271772,0.0431337878,0.065460965,0.0150175402,0.0577347837,256,269.660156,0,9.99999975e-06,256,69033,64002,5031,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,4,-0.0976603329,0.0314677618,0.0159318298,-0.0853757188,-0.0502607375,0.0351149812,0.0141760334,0.0514457412,256,157.152344,0,9.99999975e-06,256,40231,37457,2774,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,5,0.0403933711,0.104567476,0.0474552549,0.253570318,0.192416102,0.0611542165,0.0135988882,0.0473420173,256,205.410156,0,9.99999975e-06,256,52585,48740,3845,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,6,0.0592114404,0.0807502791,-0.0263680369,0.10458757,0.113593683,0.00900611281,0.0164132174,0.0689647868,256,159.246094,0,9.99999975e-06,256,40767,37821,2946,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,7,0.00316647743,0.113946065,0.0566410087,0.261694908,0.173753545,0.0879413635,0.0122525664,0.0384320952,256,254.175781,0,9.99999975e-06,256,65069,60128,4941,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,8,-0.0144315343,0.104213901,0.000829365861,,,,,,,,,9.99999975e-06,256,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,9,0.0340803266,0.0906737596,0.0716325417,,,,,,,,,9.99999975e-06,256,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,10,-0.0811202973,0.0964908004,-0.0482416078,-0.0635415316,-0.0328711048,0.0306704268,0.0133060366,0.0453249589,256,196.433594,0,9.99999975e-06,256,50287,46580,3707,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,11,-0.0107402578,0.180729836,-0.0448372886,0.133876905,0.12515229,0.00872461498,0.00937127694,0.0224821325,256,145.433594,0,9.99999975e-06,256,37231,34512,2719,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,12,-0.0611755028,0.199949145,-0.0343294628,0.113860041,0.104444191,0.00941585004,0.00682050455,0.0119089354,256,97.0429688,0,9.99999975e-06,256,24843,22980,1863,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,13,-0.0350626484,0.210224673,0.00687460089,,,,,,,,,9.99999975e-06,256,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,14,0.0210043043,0.0194579698,0.0588089526,0.113081284,0.0992712229,0.0138100609,0.0167547949,0.0718651265,256,147.503906,0,9.99999975e-06,256,37761,35182,2579,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,15,-0.0103540719,0.158047348,0.0397412069,0.217246041,0.18743448,0.0298115611,0.0121207125,0.0376093872,256,223.707031,0,9.99999975e-06,256,57269,52951,4318,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,16,-0.039521385,0.102026179,0.0672486871,0.186049327,0.129753485,0.0562958419,0.0130654853,0.043700967,256,229.332031,0,9.99999975e-06,256,58709,54434,4275,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,17,0.0405099392,0.129948974,0.0078132255,0.234354794,0.178272143,0.056082651,0.0128198061,0.0420729443,256,188.988281,0,9.99999975e-06,256,48381,44783,3598,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,18,-0.0479585342,0.144119784,-0.0611163676,0.0110295704,0.0350448787,0.0240153074,0.012999366,0.0432597771,256,213.308594,0,9.99999975e-06,256,54607,50538,4069,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,19,0.0156902131,0.126337081,-0.0448027514,0.101900391,0.0972245336,0.00467585772,0.0149231171,0.057011053,256,187.964844,0,9.99999975e-06,256,48119,44635,3484,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,20,-0.00702939322,0.0225085281,-0.0322350897,-0.048302006,-0.0167559553,0.0315460488,0.0159668438,0.0652646571,256,199.992188,0,9.99999975e-06,256,51198,47574,3624,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,21,-0.0422468856,0.186354056,0.0362586714,0.18843244,0.180365831,0.0080666095,0.0105082942,0.0282686055,256,161.367188,0,9.99999975e-06,256,41310,38211,3099,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,22,-0.0139228515,0.0688166171,-0.0603689514,-0.099603042,-0.00547518581,0.0941278562,0.0153758097,0.0605223738,256,214.527344,0,9.99999975e-06,256,54919,50993,3926,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,23,0.0599506907,0.115139082,0.0195783097,0.239372924,0.194668084,0.0447048396,0.013330834,0.0454940535,256,163.195312,0,9.99999975e-06,256,41778,38697,3081,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,24,0.0203218441,0.192576095,-0.00220530643,0.209161103,0.210692629,0.00153152645,0.0094847111,0.0230296943,256,125.289062,1,9.99999975e-06,256,32074,29528,2546,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,25,-0.0995398015,-0.0212173685,0.0726171285,-0.0445308127,-0.0481400415,0.00360922888,0.0144885425,0.053738974,256,93.8945312,0,9.99999975e-06,256,24037,22353,1684,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,26,-0.0744079873,0.177519768,-0.106887363,,,,,,,,,9.99999975e-06,256,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,27,-0.124111302,-0.011293429,-0.0103977034,-0.147713095,-0.145802438,0.00191065669,0.0133844744,0.0458609089,256,77.7617188,0,9.99999975e-06,256,19907,18553,1354,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,28,0.0519449562,0.0162660666,0.0591917522,0.127382129,0.127402768,2.06381083e-05,0.0156068131,0.0623545907,256,133.554688,0,9.99999975e-06,256,34190,31928,2262,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,29,-0.0585225783,0.00320395734,-0.0732873678,-0.153378904,-0.128605992,0.0247729123,0.014161652,0.051341407,256,109.484375,0,9.99999975e-06,256,28028,26058,1970,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,30,0.0981892645,0.102299035,0.00765402801,0.22415708,0.208142325,0.0160147548,0.0135711562,0.0471491292,256,86.3125,0,9.99999975e-06,256,22096,20577,1519,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,31,-0.122722015,0.15032202,0.0847506225,0.105847992,0.112350628,0.00650263578,0.010079205,0.0260071363,256,93.3476562,0,9.99999975e-06,256,23897,22164,1733,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,32,-0.126045391,0.159733072,-0.0730734691,-0.0469919704,-0.0393857881,0.00760618225,0.0100771766,0.0259966683,256,98.9257812,0,9.99999975e-06,256,25325,23454,1871,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,33,-0.0983680263,-0.0331287496,-0.00647430168,-0.162981018,-0.137971073,0.025009945,0.0137575231,0.0484529734,256,82.3554688,0,9.99999975e-06,256,21083,19692,1391,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,34,0.00673722336,0.176301077,-0.0743633881,0.102954596,0.108674906,0.00572030991,0.0108387312,0.0300743934,256,102.699219,0,9.99999975e-06,256,26291,24240,2051,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,35,-0.0503399298,0.211527303,-0.0383891836,0.127246127,0.122798197,0.00444792956,0.00493290881,0.00622939924,256,70.265625,0,9.99999975e-06,256,17988,16568,1420,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,36,0.0148268193,0.0847808868,-0.0934574604,-0.00786771532,0.00615024567,0.014017961,0.0137194209,0.0481849648,256,135.097656,0,9.99999975e-06,256,34585,31933,2652,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,37,0.0319901258,0.191760778,-0.0363632925,0.172143474,0.187387615,0.0152441412,0.0100360382,0.0257848464,256,90.8398438,0,9.99999975e-06,256,23255,21550,1705,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,38,-0.0853141919,0.158831939,-0.108684674,-0.0403296314,-0.0351669267,0.00516270474,0.00954856444,0.0233408231,256,87.7890625,0,9.99999975e-06,256,22474,20808,1666,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,39,0.0283567104,-0.0187174622,-0.0427036844,-0.0647588447,-0.0330644362,0.0316944085,0.0158444233,0.0642677173,256,107.359375,0,9.99999975e-06,256,27484,25642,1842,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12601,40,-0.0140882032,0.0375561714,0.100748047,0.124693178,0.12421602,0.000477157533,0.0151283601,0.0585900247,256,123.269531,0,9.99999975e-06,256,31557,29301,2256,1
