mesh,boundary,seed,point_index,x,y,z,exact,epsilon,epsilon_half,value_epsilon,value_epsilon_half,bias_indicator,normalized_bias,abs_error_epsilon,abs_error_epsilon_half,std_error_epsilon,std_error_epsilon_half,sample_variance_epsilon,sample_variance_epsilon_half,mean_steps_epsilon,mean_steps_epsilon_half,samples_epsilon,samples_epsilon_half,diverged_epsilon,diverged_epsilon_half,is_valid
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,0,-0.067084685,0.117976248,0.0773394257,0.128230989,9.99999975e-06,4.99999987e-06,0.152772769,0.17272982,0.0199570507,0.771079481,0.0245417804,0.044498831,0.0139741478,0.0119068148,0.0499908626,0.0362936929,196.234375,211.96875,256,256,0,1,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,1,-0.0922575668,0.159452081,0.0443730466,0.111567557,9.99999975e-06,4.99999987e-06,0.125781402,0.14340426,0.0176228583,0.781452179,0.0142138451,0.0318367034,0.0115869688,0.0109634548,0.0343700089,0.0307705216,186.835938,208.511719,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,2,-0.0933401659,0.150574431,0.0668218732,0.124056138,9.99999975e-06,4.99999987e-06,0.149107635,0.151640445,0.00253280997,0.114631519,0.0250514969,0.0275843069,0.010612336,0.0114818951,0.0288311485,0.0337494798,145.671875,181.910156,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,3,-0.0185285453,0.106607415,-0.0449450836,0.0431337878,9.99999975e-06,4.99999987e-06,0.0300740786,0.0228892304,0.00718484819,0.247408226,0.0130597092,0.0202445574,0.0143937003,0.0146457562,0.0530377217,0.0549115315,260.539062,252.75,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,4,-0.0976603329,0.0314677618,0.0159318298,-0.0502607375,9.99999975e-06,4.99999987e-06,-0.0952753499,-0.0850959718,0.0101793781,0.350236297,0.0450146124,0.0348352343,0.014601171,0.0144621441,0.054577712,0.0535433292,172.789062,188.375,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,5,0.0403933711,0.104567476,0.0474552549,0.192416102,9.99999975e-06,4.99999987e-06,0.240810126,0.256374955,0.0155648291,0.568414807,0.0483940244,0.0639588535,0.014089549,0.013292321,0.0508199409,0.0452315621,196.050781,215.929688,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,6,0.0592114404,0.0807502791,-0.0263680369,0.113593683,9.99999975e-06,4.99999987e-06,0.120539233,0.129991725,0.009452492,0.317753643,0.00694555044,0.0163980424,0.0151353106,0.0146115525,0.0586438701,0.0546553545,177.238281,178.730469,256,256,0,1,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,7,0.00316647743,0.113946065,0.0566410087,0.173753545,9.99999975e-06,4.99999987e-06,0.244925857,0.22569941,0.0192264467,0.733795524,0.0711723119,0.0519458652,0.0130798277,0.0131205423,0.0437969677,0.0440700501,236.246094,237.375,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,8,-0.0144315343,0.104213901,0.000829365861,0.0906117335,9.99999975e-06,4.99999987e-06,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,9,0.0340803266,0.0906737596,0.0716325417,0.196386635,9.99999975e-06,4.99999987e-06,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,10,-0.0811202973,0.0964908004,-0.0482416078,-0.0328711048,9.99999975e-06,4.99999987e-06,-0.0862195864,-0.0785206184,0.00769896805,0.289591938,0.0533484817,0.0456495136,0.0129044447,0.0136801302,0.0426303223,0.0479093641,182.84375,217.175781,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,11,-0.0107402578,0.180729836,-0.0448372886,0.12515229,9.99999975e-06,4.99999987e-06,0.123651877,0.110834993,0.0128168836,0.585292935,0.00150041282,0.0143172964,0.0104512991,0.0114459386,0.0279627945,0.0335384384,171.738281,214.1875,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,12,-0.0611755028,0.199949145,-0.0343294628,0.104444191,9.99999975e-06,4.99999987e-06,0.101081252,0.0987204537,0.00236079842,0.135377616,0.00336293876,0.00572373718,0.00883869827,0.0085989181,0.0199993849,0.0189289954,125.960938,132.003906,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,13,-0.0350626484,0.210224673,0.00687460089,0.182036623,9.99999975e-06,4.99999987e-06,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,14,0.0210043043,0.0194579698,0.0588089526,0.0992712229,9.99999975e-06,4.99999987e-06,0.116289765,0.0954690725,0.0208206922,0.659239411,0.0170185417,0.00380215049,0.0150969047,0.0164849982,0.0583466291,0.0695693269,173.804688,152.066406,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,15,-0.0103540719,0.158047348,0.0397412069,0.18743448,9.99999975e-06,4.99999987e-06,0.227896571,0.240134418,0.0122378469,0.541383922,0.0404620916,0.0526999384,0.0117205428,0.0108832056,0.0351670086,0.0303217079,224.25,264.320312,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,16,-0.039521385,0.102026179,0.0672486871,0.129753485,9.99999975e-06,4.99999987e-06,0.18643786,0.173756793,0.012681067,0.450870723,0.0566843748,0.0440033078,0.0137353707,0.0143893575,0.0482970662,0.0530057251,227.25,251.300781,256,256,0,1,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,17,0.0405099392,0.129948974,0.0078132255,0.178272143,9.99999975e-06,4.99999987e-06,0.223173738,0.213429362,0.00974437594,0.370536506,0.0449015945,0.0351572186,0.014044133,0.0122528849,0.0504928418,0.0384340957,245.535156,231.414062,256,256,0,1,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,18,-0.0479585342,0.144119784,-0.0611163676,0.0350448787,9.99999975e-06,4.99999987e-06,0.0142982062,0.0247333236,0.0104351174,0.416288704,0.0207466725,0.0103115551,0.013165242,0.0119007779,0.0443708412,0.0362569019,200.128906,258.675781,256,256,0,0,1
