mesh,boundary,seed,point_index,x,y,z,value,exact,abs_error,std_error,sample_variance,samples_used,mean_steps,diverged,epsilon,walks_per_point,star_queries,fast_only_star_queries,exact_star_queries,is_valid
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,0,-0.067084685,0.117976248,0.0773394257,0.227834657,0.128230989,0.0996036679,0.0298016742,0.0568409413,64,29.625,0,0.00100000005,64,1896,1663,233,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,1,-0.0922575668,0.159452081,0.0443730466,0.175447837,0.111567557,0.0638802797,0.0269483346,0.0464776121,64,25.953125,0,0.00100000005,64,1661,1467,194,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,2,-0.0933401659,0.150574431,0.0668218732,0.225920767,0.124056138,0.101864628,0.0258808546,0.0428683944,64,27.859375,0,0.00100000005,64,1783,1530,253,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,3,-0.0185285453,0.106607415,-0.0449450836,-0.0157761741,0.0431337878,0.0589099601,0.0314969048,0.0634915233,64,28.109375,0,0.00100000005,64,1799,1555,244,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,4,-0.0976603329,0.0314677618,0.0159318298,-0.115666084,-0.0502607375,0.0654053465,0.030313028,0.0588082969,64,31.6875,0,0.00100000005,64,2028,1788,240,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,5,0.0403933711,0.104567476,0.0474552549,0.411597133,0.192416102,0.219181031,0.027961202,0.0500370413,64,25.328125,0,0.00100000005,64,1621,1354,267,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,6,0.0592114404,0.0807502791,-0.0263680369,0.138097897,0.113593683,0.0245042145,0.0322524346,0.066574052,64,27.921875,0,0.00100000005,64,1787,1571,216,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,7,0.00316647743,0.113946065,0.0566410087,0.421341211,0.173753545,0.247587666,0.0238490719,0.0364018045,64,30.46875,0,0.00100000005,64,1950,1667,283,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,8,-0.0144315343,0.104213901,0.000829365861,,,,,,,,,0.00100000005,64,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,9,0.0340803266,0.0906737596,0.0716325417,,,,,,,,,0.00100000005,64,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,10,-0.0811202973,0.0964908004,-0.0482416078,-0.138589308,-0.0328711048,0.105718203,0.0262423381,0.0440742634,64,27.75,0,0.00100000005,64,1776,1556,220,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,11,-0.0107402578,0.180729836,-0.0448372886,0.11775928,0.12515229,0.00739300996,0.026843233,0.0461157858,64,24.484375,0,0.00100000005,64,1567,1353,214,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,12,-0.0611755028,0.199949145,-0.0343294628,0.146058738,0.104444191,0.0416145474,0.0179913305,0.0207160283,64,14.9375,0,0.00100000005,64,956,790,166,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,13,-0.0350626484,0.210224673,0.00687460089,,,,,,,,,0.00100000005,64,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,14,0.0210043043,0.0194579698,0.0588089526,0.130716622,0.0992712229,0.0314453989,0.033751443,0.0729062334,64,29.328125,0,0.00100000005,64,1877,1668,209,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,15,-0.0103540719,0.158047348,0.0397412069,0.331533343,0.18743448,0.144098863,0.0186969712,0.0223729126,64,22.25,0,0.00100000005,64,1424,1215,209,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,16,-0.039521385,0.102026179,0.0672486871,0.256998569,0.129753485,0.127245083,0.0225819871,0.032636553,64,25.890625,0,0.00100000005,64,1657,1446,211,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,17,0.0405099392,0.129948974,0.0078132255,0.332601517,0.178272143,0.154329374,0.0259368028,0.0430539362,64,23.875,0,0.00100000005,64,1528,1298,230,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,18,-0.0479585342,0.144119784,-0.0611163676,0.00666742492,0.0350448787,0.0283774547,0.0317382962,0.0644684508,64,29.453125,0,0.00100000005,64,1885,1638,247,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,19,0.0156902131,0.126337081,-0.0448027514,0.106359698,0.0972245336,0.00913516432,0.0263283048,0.0443634987,64,29.5625,0,0.00100000005,64,1892,1656,236,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,20,-0.00702939322,0.0225085281,-0.0322350897,-0.144074753,-0.0167559553,0.127318799,0.0304375906,0.0592926033,64,32.0625,0,0.00100000005,64,2052,1807,245,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,12409,21,-0.0422468856,0.186354056,0.0362586714,0.258804023,0.180365831,0.0784381926,0.0230749622,0.0340770483,64,18.75,0,0.00100000005,64,1200,1023,177,1
