mesh,boundary,seed,point_index,x,y,z,exact,epsilon,epsilon_half,value_epsilon,value_epsilon_half,bias_indicator,normalized_bias,abs_error_epsilon,abs_error_epsilon_half,std_error_epsilon,std_error_epsilon_half,sample_variance_epsilon,sample_variance_epsilon_half,mean_steps_epsilon,mean_steps_epsilon_half,samples_epsilon,samples_epsilon_half,diverged_epsilon,diverged_epsilon_half,is_valid
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,0,-0.067084685,0.117976248,0.0773394257,0.128230989,9.99999975e-05,4.99999987e-05,0.179498866,0.159487262,0.0200116038,0.377962053,0.0512678772,0.0312562734,0.0232515149,0.0296935514,0.0346005075,0.0564292446,80.5,132.765625,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,1,-0.0922575668,0.159452081,0.0443730466,0.111567557,9.99999975e-05,4.99999987e-05,0.148902118,0.086768724,0.0621333942,1.35395944,0.0373345613,0.0247988328,0.020579135,0.0253100116,0.0271040499,0.0409981869,78.828125,126.71875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,2,-0.0933401659,0.150574431,0.0668218732,0.124056138,9.99999975e-05,4.99999987e-05,0.152586803,0.13642557,0.0161612332,0.3880018,0.0285306647,0.0123694316,0.022180656,0.0194708183,0.031486813,0.0242632162,80.03125,132.515625,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,3,-0.0185285453,0.106607415,-0.0449450836,0.0431337878,9.99999975e-05,4.99999987e-05,-0.00827928167,-0.0259267129,0.0176474303,0.289046615,0.0514130704,0.0690605044,0.0265795179,0.034473408,0.0452141277,0.0760586187,129.75,195.671875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,4,-0.0976603329,0.0314677618,0.0159318298,-0.0502607375,9.99999975e-05,4.99999987e-05,-0.115002759,-0.0943265334,0.0206762254,0.363878161,0.0647420213,0.0440657958,0.0269659627,0.0298548751,0.0465384386,0.0570440665,115.9375,127.21875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,5,0.0403933711,0.104567476,0.0474552549,0.192416102,9.99999975e-05,4.99999987e-05,0.263795048,0.26268056,0.00111448765,0.0202955827,0.0713789463,0.0702644587,0.027672505,0.0272393171,0.049009122,0.0474867448,109.78125,180.46875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,6,0.0592114404,0.0807502791,-0.0263680369,0.113593683,9.99999975e-05,4.99999987e-05,0.127941281,0.101047076,0.0268942043,0.46192503,0.014347598,0.0125466064,0.029018065,0.0292029493,0.0538910776,0.0545799844,131.296875,142.25,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,7,0.00316647743,0.113946065,0.0566410087,0.173753545,9.99999975e-05,4.99999987e-05,0.243871182,0.249747381,0.00587619841,0.107668124,0.0701176375,0.0759938359,0.0292346831,0.0253412724,0.0546986684,0.041099526,144.90625,185.453125,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,8,-0.0144315343,0.104213901,0.000829365861,0.0906117335,9.99999975e-05,4.99999987e-05,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,9,0.0340803266,0.0906737596,0.0716325417,0.196386635,9.99999975e-05,4.99999987e-05,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,10,-0.0811202973,0.0964908004,-0.0482416078,-0.0328711048,9.99999975e-05,4.99999987e-05,-0.125397012,-0.0803566426,0.045040369,0.822948873,0.0925259069,0.0474855378,0.0293355081,0.0253939517,0.0550766103,0.0412705801,126.359375,180.234375,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,11,-0.0107402578,0.180729836,-0.0448372886,0.12515229,9.99999975e-05,4.99999987e-05,0.130473599,0.131740198,0.0012665987,0.0295864213,0.00532130897,0.00658790767,0.020705929,0.0221032053,0.0274390746,0.0312673077,62.859375,103.53125,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,12,-0.0611755028,0.199949145,-0.0343294628,0.104444191,9.99999975e-05,4.99999987e-05,0.0946775749,0.109587729,0.014910154,0.534646571,0.00976661593,0.00514353812,0.0152823422,0.012604529,0.0149471983,0.0101679452,56.65625,87.75,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,13,-0.0350626484,0.210224673,0.00687460089,0.182036623,9.99999975e-05,4.99999987e-05,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,14,0.0210043043,0.0194579698,0.0588089526,0.0992712229,9.99999975e-05,4.99999987e-05,0.0256371927,0.0830086917,0.0573714972,0.914954662,0.0736340284,0.0162625313,0.0316236615,0.03107954,0.0640035868,0.0618200228,114.1875,113.40625,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,15,-0.0103540719,0.158047348,0.0397412069,0.18743448,9.99999975e-05,4.99999987e-05,0.229238659,0.270976037,0.0417373776,0.901747584,0.0418041795,0.0835415572,0.0226231497,0.0236608386,0.0327556394,0.0358294584,89.828125,162.28125,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,16,-0.039521385,0.102026179,0.0672486871,0.129753485,9.99999975e-05,4.99999987e-05,0.176426068,0.213288277,0.0368622094,0.74481988,0.0466725826,0.0835347921,0.02831419,0.0211762544,0.0513083749,0.0286997613,143.5,163.796875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,17,0.0405099392,0.129948974,0.0078132255,0.178272143,9.99999975e-05,4.99999987e-05,0.268423617,0.240612373,0.0278112441,0.644612014,0.0901514739,0.0623402297,0.0222336464,0.0209095124,0.0316374451,0.0279812943,108.546875,167.8125,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,18,-0.0479585342,0.144119784,-0.0611163676,0.0350448787,9.99999975e-05,4.99999987e-05,0.00952678453,0.00848237891,0.00104440562,0.020812152,0.0255180933,0.0265625007,0.0263465866,0.0238349047,0.0444251299,0.0363585688,85.46875,156.6875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,19,0.0156902131,0.126337081,-0.0448027514,0.0972245336,9.99999975e-05,4.99999987e-05,0.102396965,0.11968556,0.0172885954,0.317147195,0.00517243147,0.0224610269,0.0277188756,0.0267929677,0.0491735078,0.0459432416,88.078125,133.859375,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,20,-0.00702939322,0.0225085281,-0.0322350897,-0.0167559553,9.99999975e-05,4.99999987e-05,-0.0609698966,-0.10602431,0.0450544134,0.681490779,0.0442139432,0.0892683566,0.0350782499,0.0310322978,0.0787509456,0.0616322272,106.09375,145.171875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,21,-0.0422468856,0.186354056,0.0362586714,0.180365831,9.99999975e-05,4.99999987e-05,0.197924003,0.138916403,0.0590075999,1.66999674,0.0175581723,0.0414494276,0.0118612321,0.0234717317,0.00900408439,0.0352590196,72.875,104.65625,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,22,-0.0139228515,0.0688166171,-0.0603689514,-0.00547518581,9.99999975e-05,4.99999987e-05,0.0181760471,-0.0469549485,0.0651309937,1.01834142,0.0236512329,0.0414797626,0.0313170105,0.0326399058,0.0627683252,0.0681832656,96.046875,153.171875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,23,0.0599506907,0.115139082,0.0195783097,0.194668084,9.99999975e-05,4.99999987e-05,0.27129209,0.203358203,0.0679338872,1.17497659,0.076624006,0.00869011879,0.0260523017,0.0317639299,0.0434382372,0.0645726249,107.28125,141.328125,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,24,0.0203218441,0.192576095,-0.00220530643,0.210692629,9.99999975e-05,4.99999987e-05,0.200637624,0.205185756,0.00454813242,0.122172631,0.0100550056,0.00550687313,0.0176954083,0.0195306912,0.02004016,0.0244126655,65.546875,86.859375,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,25,-0.0995398015,-0.0212173685,0.0726171285,-0.0481400415,9.99999975e-05,4.99999987e-05,-0.025210103,-0.0595680885,0.0343579873,0.575814843,0.0229299385,0.011428047,0.0297728218,0.0298946444,0.0567309409,0.057196144,61.03125,83.109375,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,26,-0.0744079873,0.177519768,-0.106887363,-0.00377558172,9.99999975e-05,4.99999987e-05,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,27,-0.124111302,-0.011293429,-0.0103977034,-0.145802438,9.99999975e-05,4.99999987e-05,-0.182997108,-0.161858141,0.0211389661,0.401536047,0.0371946692,0.0160557032,0.0245525371,0.0280917156,0.0385809354,0.0505052432,46.328125,90.6875,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,28,0.0519449562,0.0162660666,0.0591917522,0.127402768,9.99999975e-05,4.99999987e-05,0.110780537,0.131306171,0.0205256343,0.311795771,0.0166222304,0.00390340388,0.0340671539,0.0317622274,0.0742765442,0.0645656958,88.390625,128.859375,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,29,-0.0585225783,0.00320395734,-0.0732873678,-0.128605992,9.99999975e-05,4.99999987e-05,-0.127728835,-0.216213897,0.0884850621,1.46770871,0.000877156854,0.0876079053,0.0321607701,0.0281261224,0.0661961734,0.0506290384,73.796875,103.703125,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,30,0.0981892645,0.102299035,0.00765402801,0.208142325,9.99999975e-05,4.99999987e-05,0.226580143,0.237505123,0.01092498,0.19961004,0.0184378177,0.0293627977,0.0295722447,0.0251583718,0.0559691302,0.0405083969,68.265625,89.359375,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,31,-0.122722015,0.15032202,0.0847506225,0.112350628,9.99999975e-05,4.99999987e-05,0.146702275,0.112133026,0.0345692486,0.825246096,0.0343516469,0.000217601657,0.0208886396,0.020999983,0.0279254578,0.028223956,57.15625,47.703125,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,32,-0.126045391,0.159733072,-0.0730734691,-0.0393857881,9.99999975e-05,4.99999987e-05,-0.0295348726,-0.0410932042,0.0115583315,0.307553977,0.00985091552,0.00170741603,0.0196909811,0.0178894922,0.0248150211,0.0204821732,69.28125,75.359375,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,33,-0.0983680263,-0.0331287496,-0.00647430168,-0.137971073,9.99999975e-05,4.99999987e-05,-0.151842594,-0.163429454,0.0115868598,0.19849512,0.0138715208,0.0254583806,0.0285447259,0.0298277996,0.0521472842,0.0569406487,54.625,70.734375,64,64,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19409,34,0.00673722336,0.176301077,-0.0743633881,0.108674906,9.99999975e-05,4.99999987e-05,0.102034882,0.150129467,0.0480945855,1.27625704,0.00664002448,0.0414545611,0.0198890176,0.0177940745,0.0253166705,0.0202642642,43.625,90.703125,64,64,0,0,1
