mesh,boundary,seed,point_index,x,y,z,exact,epsilon,epsilon_half,value_epsilon,value_epsilon_half,bias_indicator,normalized_bias,abs_error_epsilon,abs_error_epsilon_half,std_error_epsilon,std_error_epsilon_half,sample_variance_epsilon,sample_variance_epsilon_half,mean_steps_epsilon,mean_steps_epsilon_half,samples_epsilon,samples_epsilon_half,diverged_epsilon,diverged_epsilon_half,is_valid
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,0,-0.067084685,0.117976248,0.0773394257,0.128230989,0.00999999978,0.00499999989,0.720792294,0.420906156,0.299886137,6.53244781,0.592561305,0.292675167,0.0288290624,0.0170771014,0.851061583,0.298626453,8.89453125,11.4853516,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,1,-0.0922575668,0.159452081,0.0443730466,0.111567557,0.00999999978,0.00499999989,0.547696769,0.315349936,0.232346833,6.24264097,0.436129212,0.20378238,0.0233019423,0.013916376,0.556012094,0.19831349,7.15625,10.1582031,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,2,-0.0933401659,0.150574431,0.0668218732,0.124056138,0.00999999978,0.00499999989,0.486980945,0.274501801,0.212479144,5.17589903,0.362924814,0.15044567,0.026046237,0.0150044039,0.694688201,0.230535328,8.15820312,11.3125,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,3,-0.0185285453,0.106607415,-0.0449450836,0.0431337878,0.00999999978,0.00499999989,-0.407058299,-0.199278086,0.207780212,5.63159895,0.450192094,0.242411882,0.0234451387,0.0134492842,0.562866747,0.185224459,7.25,10.0615234,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,4,-0.0976603329,0.0314677618,0.0159318298,-0.0502607375,0.00999999978,0.00499999989,-0.700842023,-0.373624265,0.327217758,7.51690245,0.6505813,0.323363543,0.0274268016,0.0161031298,0.770282924,0.265534282,9.60253906,13.1572266,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,5,0.0403933711,0.104567476,0.0474552549,0.192416102,0.00999999978,0.00499999989,1.76911759,1.08953238,0.679585218,16.186861,1.57670152,0.897116303,0.025788039,0.0161947142,0.680983543,0.268563211,7.04199219,9.62109375,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,6,0.0592114404,0.0807502791,-0.0263680369,0.113593683,0.00999999978,0.00499999989,0.231959343,0.176228076,0.0557312667,1.54965305,0.11836566,0.0626343936,0.0221187454,0.0138439629,0.500980675,0.196255028,8.72167969,11.5419922,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,7,0.00316647743,0.113946065,0.0566410087,0.173753545,0.00999999978,0.00499999989,1.59564936,0.941978574,0.653670788,18.8612328,1.42189586,0.768225014,0.0213726312,0.0132832173,0.467752278,0.180678502,6.08398438,8.85644531,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,8,-0.0144315343,0.104213901,0.000829365861,0.0906117335,0.00999999978,0.00499999989,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,9,0.0340803266,0.0906737596,0.0716325417,0.196386635,0.00999999978,0.00499999989,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,10,-0.0811202973,0.0964908004,-0.0482416078,-0.0328711048,0.00999999978,0.00499999989,-0.895269573,-0.520585001,0.374684572,8.85672855,0.862398446,0.487713903,0.02614104,0.0161630381,0.699754536,0.267513663,9.03125,11.7675781,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,11,-0.0107402578,0.180729836,-0.0448372886,0.12515229,0.00999999978,0.00499999989,-0.110473007,-0.0220629498,0.0884100571,1.52832735,0.235625297,0.147215247,0.0363834836,0.021463111,1.355528,0.471721113,7.23339844,10.6699219,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,12,-0.0611755028,0.199949145,-0.0343294628,0.104444191,0.00999999978,0.00499999989,0.41677016,0.250331789,0.166438371,3.62536597,0.312325954,0.145887598,0.0295175686,0.0163908303,0.892197728,0.275107116,4.94238281,7.35058594,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,13,-0.0350626484,0.210224673,0.00687460089,0.182036623,0.00999999978,0.00499999989,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,14,0.0210043043,0.0194579698,0.0588089526,0.0992712229,0.00999999978,0.00499999989,0.194464818,0.145789891,0.0486749262,1.02161872,0.0951935947,0.0465186685,0.0293119363,0.0183319729,0.879810154,0.344126701,9.64550781,12.5830078,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,15,-0.0103540719,0.158047348,0.0397412069,0.18743448,0.00999999978,0.00499999989,1.04659367,0.636434078,0.410159588,9.99511051,0.859159172,0.448999584,0.0260440912,0.014990937,0.69457376,0.230121657,7.58496094,10.1572266,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,16,-0.039521385,0.102026179,0.0672486871,0.129753485,0.00999999978,0.00499999989,0.934236586,0.575871885,0.358364701,8.35843945,0.804483116,0.446118414,0.0264515262,0.0164220687,0.716475666,0.276156783,7.53613281,10.2294922,1024,1024,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,20369,17,0.0405099392,0.129948974,0.0078132255,0.178272143,0.00999999978,0.00499999989,1.29042113,0.769795418,0.52062571,12.9676695,1.112149,0.59152329,0.0245752037,0.0155717758,0.618435204,0.248299733,6.94335938,9.92773438,1024,1024,0,0,1
