mesh,boundary,seed,point_index,x,y,z,exact,epsilon,epsilon_half,value_epsilon,value_epsilon_half,bias_indicator,normalized_bias,abs_error_epsilon,abs_error_epsilon_half,std_error_epsilon,std_error_epsilon_half,sample_variance_epsilon,sample_variance_epsilon_half,mean_steps_epsilon,mean_steps_epsilon_half,samples_epsilon,samples_epsilon_half,diverged_epsilon,diverged_epsilon_half,is_valid
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,0,-0.067084685,0.117976248,0.0773394257,0.128230989,0.00999999978,0.00499999989,0.631220639,0.401063949,0.23015669,2.48637724,0.50298965,0.27283296,0.0547267832,0.0378393047,0.766725302,0.366544098,9.671875,11.90625,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,1,-0.0922575668,0.159452081,0.0443730466,0.111567557,0.00999999978,0.00499999989,0.475704134,0.286074042,0.189630091,2.533216,0.364136577,0.174506485,0.046114184,0.0287422668,0.544388533,0.211486176,7.25,10.4414062,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,2,-0.0933401659,0.150574431,0.0668218732,0.124056138,0.00999999978,0.00499999989,0.500815392,0.297657937,0.203157455,2.42752957,0.376759261,0.173601806,0.0512653217,0.0324226506,0.67280215,0.269114435,8.45703125,11.828125,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,3,-0.0185285453,0.106607415,-0.0449450836,0.0431337878,0.00999999978,0.00499999989,-0.47116217,-0.219576985,0.251585186,3.52916789,0.514295936,0.26271078,0.0415610783,0.029725315,0.44219476,0.226200148,7.17578125,9.98828125,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,4,-0.0976603329,0.0314677618,0.0159318298,-0.0502607375,0.00999999978,0.00499999989,-0.715793312,-0.312256753,0.403536558,4.52806568,0.665532589,0.261996031,0.0552685782,0.0338493921,0.781981647,0.29332006,9.76953125,13.6171875,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,5,0.0403933711,0.104567476,0.0474552549,0.192416102,0.00999999978,0.00499999989,1.77867043,1.05100703,0.727663398,8.8413353,1.58625436,0.858590961,0.0491596274,0.0331418067,0.618667245,0.281185091,6.9609375,9.6484375,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,6,0.0592114404,0.0807502791,-0.0263680369,0.113593683,0.00999999978,0.00499999989,0.20028016,0.165234417,0.035045743,0.487382978,0.0866864771,0.0516407341,0.0454677418,0.026437223,0.5292328,0.178925246,9.48046875,12.5546875,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,7,0.00316647743,0.113946065,0.0566410087,0.173753545,0.00999999978,0.00499999989,1.59828091,0.903569162,0.694711745,9.64433002,1.42452741,0.729815602,0.0421979763,0.0298342053,0.455851287,0.227860436,6.79296875,9.96875,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,8,-0.0144315343,0.104213901,0.000829365861,0.0906117335,0.00999999978,0.00499999989,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,9,0.0340803266,0.0906737596,0.0716325417,0.196386635,0.00999999978,0.00499999989,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,10,-0.0811202973,0.0964908004,-0.0482416078,-0.0328711048,0.00999999978,0.00499999989,-0.887450635,-0.487629801,0.399820834,4.57922316,0.854579508,0.454758704,0.0549935214,0.0323174112,0.774217606,0.267370254,9.48828125,13.0703125,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,11,-0.0107402578,0.180729836,-0.0448372886,0.12515229,0.00999999978,0.00499999989,-0.0243497454,0.0547658354,0.0791155845,0.697471738,0.149502039,0.0703864545,0.0712067336,0.0422242209,1.29802227,0.456418514,7.30078125,10.9296875,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,12,-0.0611755028,0.199949145,-0.0343294628,0.104444191,0.00999999978,0.00499999989,0.425439,0.233892992,0.191546008,2.0793829,0.320994794,0.129448801,0.0576531515,0.0344626121,0.850914776,0.304043978,5.21484375,8.5546875,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,13,-0.0350626484,0.210224673,0.00687460089,0.182036623,0.00999999978,0.00499999989,,,,,,,,,,,,,,,,,0
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,14,0.0210043043,0.0194579698,0.0588089526,0.0992712229,0.00999999978,0.00499999989,0.239820808,0.129700258,0.11012055,1.14044595,0.140549585,0.0304290354,0.057647489,0.0389107056,0.850747705,0.387595028,9.45703125,12.25,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,15,-0.0103540719,0.158047348,0.0397412069,0.18743448,0.00999999978,0.00499999989,0.927569807,0.66410166,0.263468146,3.265733,0.740135312,0.476667166,0.0490378328,0.0316377431,0.615605474,0.256242365,8.328125,9.984375,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,16,-0.039521385,0.102026179,0.0672486871,0.129753485,0.00999999978,0.00499999989,0.946006477,0.533296466,0.412710011,4.92589378,0.816253006,0.403542995,0.0531674176,0.0306153651,0.723654211,0.239948958,7.703125,10.3710938,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,17,0.0405099392,0.129948974,0.0078132255,0.178272143,0.00999999978,0.00499999989,1.27906692,0.788411856,0.490655065,6.13886642,1.10079479,0.610139728,0.0487524867,0.0311725214,0.608462036,0.248761892,7.0625,9.6171875,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,18,-0.0479585342,0.144119784,-0.0611163676,0.0350448787,0.00999999978,0.00499999989,-0.359321862,-0.221736103,0.137585759,1.33955777,0.394366741,0.256780982,0.0628625453,0.0398462936,1.01163518,0.40645811,8.60546875,11.7304688,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,19,0.0156902131,0.126337081,-0.0448027514,0.0972245336,0.00999999978,0.00499999989,0.107476197,0.024386812,0.0830893815,1.03286493,0.0102516636,0.0728377253,0.0512880608,0.0291564818,0.673399031,0.217625707,8.81640625,11.9375,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,20,-0.00702939322,0.0225085281,-0.0322350897,-0.0167559553,0.00999999978,0.00499999989,-0.988162935,-0.54446584,0.443697095,6.85106707,0.971406996,0.527709901,0.0372177362,0.027544478,0.354600936,0.194226757,7.48046875,11.6875,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,21,-0.0422468856,0.186354056,0.0362586714,0.180365831,0.00999999978,0.00499999989,0.761818528,0.494919986,0.266898543,3.42291427,0.581452727,0.314554155,0.0487923995,0.0291806664,0.609458745,0.217986897,5.9140625,8.7890625,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,22,-0.0139228515,0.0688166171,-0.0603689514,-0.00547518581,0.00999999978,0.00499999989,-0.883757114,-0.471391231,0.412365884,4.85398483,0.878281951,0.465916038,0.0521882251,0.0327648669,0.697244346,0.274825335,9.07421875,11.5234375,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,23,0.0599506907,0.115139082,0.0195783097,0.194668084,0.00999999978,0.00499999989,1.25360501,0.756085336,0.497519672,5.75838804,1.05893695,0.561417222,0.053581547,0.0328165777,0.734971464,0.275693476,8.59375,11.09375,256,256,0,0,1
C:\THU\projects\WoSt_Final_project-1\obj\Bunny.obj,neumann,19601,24,0.0203218441,0.192576095,-0.00220530643,0.210692629,0.00999999978,0.00499999989,0.458382249,0.373859107,0.0845231414,1.13517177,0.24768962,0.163166478,0.0466048047,0.0278526563,0.556034029,0.198597237,6.5234375,8.62109375,256,256,0,0,1
